0 qid:20001 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-1, Ample, ACS, combine: 1
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, ArithmeticMean, Nopol, combine: 16
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, ArithmeticMean, SimFix, combine: 17
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, ArithmeticMean, TBar, combine: 18
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, ArithmeticMean, jGenProg, combine: 19
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, ArithmeticMean, jKali, combine: 20
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, ArithmeticMean, jMutRepair, combine: 21
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BaroniUrbaniBuser, ACS, combine: 22
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BaroniUrbaniBuser, Nopol, combine: 23
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BaroniUrbaniBuser, SimFix, combine: 24
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BaroniUrbaniBuser, TBar, combine: 25
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BaroniUrbaniBuser, jGenProg, combine: 26
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BaroniUrbaniBuser, jKali, combine: 27
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BaroniUrbaniBuser, jMutRepair, combine: 28
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BraunBanqust, ACS, combine: 29
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BraunBanqust, Nopol, combine: 30
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BraunBanqust, SimFix, combine: 31
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BraunBanqust, TBar, combine: 32
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BraunBanqust, jGenProg, combine: 33
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BraunBanqust, jKali, combine: 34
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, BraunBanqust, jMutRepair, combine: 35
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Cohen, ACS, combine: 36
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Cohen, Nopol, combine: 37
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Cohen, SimFix, combine: 38
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Cohen, TBar, combine: 39
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Cohen, jGenProg, combine: 40
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Cohen, jKali, combine: 41
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Cohen, jMutRepair, combine: 42
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dennis, ACS, combine: 43
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dennis, Nopol, combine: 44
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dennis, SimFix, combine: 45
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dennis, TBar, combine: 46
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dennis, jGenProg, combine: 47
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dennis, jKali, combine: 48
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dennis, jMutRepair, combine: 49
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dice, ACS, combine: 50
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dice, Nopol, combine: 51
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dice, SimFix, combine: 52
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dice, TBar, combine: 53
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dice, jGenProg, combine: 54
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dice, jKali, combine: 55
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Dice, jMutRepair, combine: 56
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Dstar, ACS, combine: 57
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Dstar, Nopol, combine: 58
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Dstar, SimFix, combine: 59
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Dstar, TBar, combine: 60
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Dstar, jGenProg, combine: 61
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Dstar, jKali, combine: 62
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Dstar, jMutRepair, combine: 63
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Euclid, ACS, combine: 64
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Euclid, Nopol, combine: 65
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Euclid, SimFix, combine: 66
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Euclid, TBar, combine: 67
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Euclid, jGenProg, combine: 68
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Euclid, jKali, combine: 69
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Euclid, jMutRepair, combine: 70
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Fleiss, ACS, combine: 71
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Fleiss, Nopol, combine: 72
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Fleiss, SimFix, combine: 73
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Fleiss, TBar, combine: 74
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Fleiss, jGenProg, combine: 75
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Fleiss, jKali, combine: 76
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Fleiss, jMutRepair, combine: 77
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Fossum, ACS, combine: 78
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Fossum, Nopol, combine: 79
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Fossum, SimFix, combine: 80
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Fossum, TBar, combine: 81
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Fossum, jGenProg, combine: 82
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Fossum, jKali, combine: 83
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Fossum, jMutRepair, combine: 84
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Goodman, ACS, combine: 85
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Goodman, Nopol, combine: 86
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Goodman, SimFix, combine: 87
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Goodman, TBar, combine: 88
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Goodman, jGenProg, combine: 89
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Goodman, jKali, combine: 90
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Goodman, jMutRepair, combine: 91
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Gower, ACS, combine: 92
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Gower, Nopol, combine: 93
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Gower, SimFix, combine: 94
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Gower, TBar, combine: 95
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Gower, jGenProg, combine: 96
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Gower, jKali, combine: 97
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Gower, jMutRepair, combine: 98
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, GP13, ACS, combine: 99
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, GP13, Nopol, combine: 100
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, GP13, SimFix, combine: 101
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, GP13, TBar, combine: 102
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, GP13, jGenProg, combine: 103
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, GP13, jKali, combine: 104
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, GP13, jMutRepair, combine: 105
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamann, ACS, combine: 106
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamann, Nopol, combine: 107
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamann, SimFix, combine: 108
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamann, TBar, combine: 109
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamann, jGenProg, combine: 110
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamann, jKali, combine: 111
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamann, jMutRepair, combine: 112
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamming, ACS, combine: 113
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamming, Nopol, combine: 114
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamming, SimFix, combine: 115
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamming, TBar, combine: 116
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamming, jGenProg, combine: 117
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamming, jKali, combine: 118
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Hamming, jMutRepair, combine: 119
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, HarmonicMean, ACS, combine: 120
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, HarmonicMean, Nopol, combine: 121
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, HarmonicMean, SimFix, combine: 122
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, HarmonicMean, TBar, combine: 123
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, HarmonicMean, jGenProg, combine: 124
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, HarmonicMean, jKali, combine: 125
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, HarmonicMean, jMutRepair, combine: 126
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Jaccard, ACS, combine: 127
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Jaccard, Nopol, combine: 128
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Jaccard, SimFix, combine: 129
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Jaccard, TBar, combine: 130
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Jaccard, jGenProg, combine: 131
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Jaccard, jKali, combine: 132
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Jaccard, jMutRepair, combine: 133
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Kulczynski1, ACS, combine: 134
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Kulczynski1, Nopol, combine: 135
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Kulczynski1, SimFix, combine: 136
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Kulczynski1, TBar, combine: 137
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Kulczynski1, jGenProg, combine: 138
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Kulczynski1, jKali, combine: 139
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Kulczynski1, jMutRepair, combine: 140
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Kulczynskil2, ACS, combine: 141
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Kulczynskil2, Nopol, combine: 142
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Kulczynskil2, SimFix, combine: 143
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Kulczynskil2, TBar, combine: 144
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Kulczynskil2, jGenProg, combine: 145
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Kulczynskil2, jKali, combine: 146
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Kulczynskil2, jMutRepair, combine: 147
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, M1, ACS, combine: 148
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, M1, Nopol, combine: 149
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, M1, SimFix, combine: 150
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, M1, TBar, combine: 151
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, M1, jGenProg, combine: 152
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, M1, jKali, combine: 153
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, M1, jMutRepair, combine: 154
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, M2, ACS, combine: 155
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, M2, Nopol, combine: 156
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, M2, SimFix, combine: 157
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, M2, TBar, combine: 158
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, M2, jGenProg, combine: 159
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, M2, jKali, combine: 160
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, M2, jMutRepair, combine: 161
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Michael, ACS, combine: 162
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Michael, Nopol, combine: 163
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Michael, SimFix, combine: 164
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Michael, TBar, combine: 165
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Michael, jGenProg, combine: 166
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Michael, jKali, combine: 167
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Michael, jMutRepair, combine: 168
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Mountford, ACS, combine: 169
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Mountford, Nopol, combine: 170
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Mountford, SimFix, combine: 171
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Mountford, TBar, combine: 172
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Mountford, jGenProg, combine: 173
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Mountford, jKali, combine: 174
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Mountford, jMutRepair, combine: 175
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai, ACS, combine: 176
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai, Nopol, combine: 177
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai, SimFix, combine: 178
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai, TBar, combine: 179
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai, jGenProg, combine: 180
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai, jKali, combine: 181
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai, jMutRepair, combine: 182
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai2, ACS, combine: 183
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai2, Nopol, combine: 184
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai2, SimFix, combine: 185
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai2, TBar, combine: 186
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai2, jGenProg, combine: 187
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai2, jKali, combine: 188
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Ochiai2, jMutRepair, combine: 189
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Optimal, ACS, combine: 190
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Optimal, Nopol, combine: 191
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Optimal, SimFix, combine: 192
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Optimal, TBar, combine: 193
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Optimal, jGenProg, combine: 194
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Optimal, jKali, combine: 195
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Optimal, jMutRepair, combine: 196
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, OptimalP, ACS, combine: 197
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, OptimalP, Nopol, combine: 198
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, OptimalP, SimFix, combine: 199
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, OptimalP, TBar, combine: 200
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, OptimalP, jGenProg, combine: 201
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, OptimalP, jKali, combine: 202
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, OptimalP, jMutRepair, combine: 203
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Overlap, ACS, combine: 204
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Overlap, Nopol, combine: 205
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Overlap, SimFix, combine: 206
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Overlap, TBar, combine: 207
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Overlap, jGenProg, combine: 208
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Overlap, jKali, combine: 209
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Overlap, jMutRepair, combine: 210
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Phi, ACS, combine: 211
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Phi, Nopol, combine: 212
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Phi, SimFix, combine: 213
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Phi, TBar, combine: 214
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Phi, jGenProg, combine: 215
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Phi, jKali, combine: 216
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Phi, jMutRepair, combine: 217
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Pierce, ACS, combine: 218
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Pierce, Nopol, combine: 219
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Pierce, SimFix, combine: 220
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Pierce, TBar, combine: 221
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Pierce, jGenProg, combine: 222
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Pierce, jKali, combine: 223
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, Pierce, jMutRepair, combine: 224
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, RogersTanimoto, ACS, combine: 225
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, RogersTanimoto, Nopol, combine: 226
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, RogersTanimoto, SimFix, combine: 227
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, RogersTanimoto, TBar, combine: 228
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, RogersTanimoto, jGenProg, combine: 229
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, RogersTanimoto, jKali, combine: 230
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, RogersTanimoto, jMutRepair, combine: 231
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot1, ACS, combine: 232
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot1, Nopol, combine: 233
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot1, SimFix, combine: 234
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot1, TBar, combine: 235
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot1, jGenProg, combine: 236
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot1, jKali, combine: 237
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot1, jMutRepair, combine: 238
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot2, ACS, combine: 239
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot2, Nopol, combine: 240
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot2, SimFix, combine: 241
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot2, TBar, combine: 242
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot2, jGenProg, combine: 243
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot2, jKali, combine: 244
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Rogot2, jMutRepair, combine: 245
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, RussellRao, ACS, combine: 246
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, RussellRao, Nopol, combine: 247
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, RussellRao, SimFix, combine: 248
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, RussellRao, TBar, combine: 249
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, RussellRao, jGenProg, combine: 250
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, RussellRao, jKali, combine: 251
0 qid:20023 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-23, RussellRao, jMutRepair, combine: 252
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, SBI, ACS, combine: 253
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, SBI, Nopol, combine: 254
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, SBI, SimFix, combine: 255
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, SBI, TBar, combine: 256
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, SBI, jGenProg, combine: 257
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, SBI, jKali, combine: 258
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, SBI, jMutRepair, combine: 259
1 qid:20023 1:1 2:1.0 3:1.0 4:1.0 5:0 #closure-23, Scott, ACS, combine: 260
