10001 Q0 chart-1, Ample, ACS, combine: 1 1 0.46212 indri
10008 Q0 chart-8, Fleiss, jMutRepair, combine: 77 189 0.46009 indri
10008 Q0 chart-8, Goodman, ACS, combine: 85 190 0.46009 indri
10008 Q0 chart-8, Goodman, Nopol, combine: 86 191 0.46009 indri
10008 Q0 chart-8, Goodman, SimFix, combine: 87 192 0.46009 indri
10008 Q0 chart-8, Goodman, TBar, combine: 88 193 0.46009 indri
10008 Q0 chart-8, Goodman, jGenProg, combine: 89 194 0.46009 indri
10008 Q0 chart-8, Goodman, jKali, combine: 90 195 0.46009 indri
10008 Q0 chart-8, Goodman, jMutRepair, combine: 91 196 0.46009 indri
10008 Q0 chart-8, GP13, ACS, combine: 99 197 0.46009 indri
10008 Q0 chart-8, GP13, Nopol, combine: 100 198 0.46009 indri
10008 Q0 chart-8, GP13, SimFix, combine: 101 199 0.46009 indri
10008 Q0 chart-8, GP13, TBar, combine: 102 200 0.46009 indri
10008 Q0 chart-8, GP13, jGenProg, combine: 103 201 0.46009 indri
10008 Q0 chart-8, GP13, jKali, combine: 104 202 0.46009 indri
10008 Q0 chart-8, GP13, jMutRepair, combine: 105 203 0.46009 indri
10008 Q0 chart-8, Jaccard, ACS, combine: 127 204 0.46009 indri
10008 Q0 chart-8, Jaccard, Nopol, combine: 128 205 0.46009 indri
10008 Q0 chart-8, Jaccard, SimFix, combine: 129 206 0.46009 indri
10008 Q0 chart-8, Jaccard, TBar, combine: 130 207 0.46009 indri
10008 Q0 chart-8, Jaccard, jGenProg, combine: 131 208 0.46009 indri
10008 Q0 chart-8, Jaccard, jKali, combine: 132 209 0.46009 indri
10008 Q0 chart-8, Jaccard, jMutRepair, combine: 133 210 0.46009 indri
10008 Q0 chart-8, Kulczynski1, ACS, combine: 134 211 0.46009 indri
10008 Q0 chart-8, Kulczynski1, Nopol, combine: 135 212 0.46009 indri
10008 Q0 chart-8, Kulczynski1, SimFix, combine: 136 213 0.46009 indri
10008 Q0 chart-8, Kulczynski1, TBar, combine: 137 214 0.46009 indri
10008 Q0 chart-8, Kulczynski1, jGenProg, combine: 138 215 0.46009 indri
10008 Q0 chart-8, Kulczynski1, jKali, combine: 139 216 0.46009 indri
10008 Q0 chart-8, Kulczynski1, jMutRepair, combine: 140 217 0.46009 indri
10008 Q0 chart-8, Kulczynskil2, ACS, combine: 141 218 0.46009 indri
10008 Q0 chart-8, Kulczynskil2, Nopol, combine: 142 219 0.46009 indri
10008 Q0 chart-8, Kulczynskil2, SimFix, combine: 143 220 0.46009 indri
10008 Q0 chart-8, Kulczynskil2, TBar, combine: 144 221 0.46009 indri
10008 Q0 chart-8, Kulczynskil2, jGenProg, combine: 145 222 0.46009 indri
10008 Q0 chart-8, Kulczynskil2, jKali, combine: 146 223 0.46009 indri
10008 Q0 chart-8, Kulczynskil2, jMutRepair, combine: 147 224 0.46009 indri
10008 Q0 chart-8, M2, ACS, combine: 155 225 0.46009 indri
10008 Q0 chart-8, M2, Nopol, combine: 156 226 0.46009 indri
10008 Q0 chart-8, M2, SimFix, combine: 157 227 0.46009 indri
10008 Q0 chart-8, M2, TBar, combine: 158 228 0.46009 indri
10008 Q0 chart-8, M2, jGenProg, combine: 159 229 0.46009 indri
10008 Q0 chart-8, M2, jKali, combine: 160 230 0.46009 indri
10008 Q0 chart-8, M2, jMutRepair, combine: 161 231 0.46009 indri
10008 Q0 chart-8, Mountford, ACS, combine: 169 232 0.46009 indri
10008 Q0 chart-8, Mountford, Nopol, combine: 170 233 0.46009 indri
10008 Q0 chart-8, Mountford, SimFix, combine: 171 234 0.46009 indri
10008 Q0 chart-8, Mountford, TBar, combine: 172 235 0.46009 indri
10008 Q0 chart-8, Mountford, jGenProg, combine: 173 236 0.46009 indri
10008 Q0 chart-8, Mountford, jKali, combine: 174 237 0.46009 indri
10008 Q0 chart-8, Mountford, jMutRepair, combine: 175 238 0.46009 indri
10008 Q0 chart-8, Ochiai, ACS, combine: 176 239 0.46009 indri
10008 Q0 chart-8, Ochiai, Nopol, combine: 177 240 0.46009 indri
10008 Q0 chart-8, Ochiai, SimFix, combine: 178 241 0.46009 indri
10008 Q0 chart-8, Ochiai, TBar, combine: 179 242 0.46009 indri
10008 Q0 chart-8, Ochiai, jGenProg, combine: 180 243 0.46009 indri
10008 Q0 chart-8, Ochiai, jKali, combine: 181 244 0.46009 indri
10008 Q0 chart-8, Ochiai, jMutRepair, combine: 182 245 0.46009 indri
10008 Q0 chart-8, OptimalP, ACS, combine: 197 246 0.46009 indri
10008 Q0 chart-8, OptimalP, Nopol, combine: 198 247 0.46009 indri
10008 Q0 chart-8, OptimalP, SimFix, combine: 199 248 0.46009 indri
10008 Q0 chart-8, OptimalP, TBar, combine: 200 249 0.46009 indri
10008 Q0 chart-8, OptimalP, jGenProg, combine: 201 250 0.46009 indri
10008 Q0 chart-8, OptimalP, jKali, combine: 202 251 0.46009 indri
10008 Q0 chart-8, OptimalP, jMutRepair, combine: 203 252 0.46009 indri
10008 Q0 chart-8, Overlap, ACS, combine: 204 253 0.46009 indri
10008 Q0 chart-8, Overlap, Nopol, combine: 205 254 0.46009 indri
10008 Q0 chart-8, Overlap, SimFix, combine: 206 255 0.46009 indri
10008 Q0 chart-8, Overlap, TBar, combine: 207 256 0.46009 indri
10008 Q0 chart-8, Overlap, jGenProg, combine: 208 257 0.46009 indri
10008 Q0 chart-8, Overlap, jKali, combine: 209 258 0.46009 indri
10008 Q0 chart-8, Overlap, jMutRepair, combine: 210 259 0.46009 indri
10008 Q0 chart-8, Phi, ACS, combine: 211 260 0.46009 indri
10008 Q0 chart-8, Phi, Nopol, combine: 212 261 0.46009 indri
10008 Q0 chart-8, Phi, SimFix, combine: 213 262 0.46009 indri
10008 Q0 chart-8, Phi, TBar, combine: 214 263 0.46009 indri
10008 Q0 chart-8, Phi, jGenProg, combine: 215 264 0.46009 indri
10008 Q0 chart-8, Phi, jKali, combine: 216 265 0.46009 indri
10008 Q0 chart-8, Phi, jMutRepair, combine: 217 266 0.46009 indri
10008 Q0 chart-8, Rogot1, ACS, combine: 232 267 0.46009 indri
10008 Q0 chart-8, Rogot1, Nopol, combine: 233 268 0.46009 indri
10008 Q0 chart-8, Rogot1, SimFix, combine: 234 269 0.46009 indri
10008 Q0 chart-8, Rogot1, TBar, combine: 235 270 0.46009 indri
10008 Q0 chart-8, Rogot1, jGenProg, combine: 236 271 0.46009 indri
10008 Q0 chart-8, Rogot1, jKali, combine: 237 272 0.46009 indri
10008 Q0 chart-8, Rogot1, jMutRepair, combine: 238 273 0.46009 indri
10008 Q0 chart-8, Rogot2, ACS, combine: 239 274 0.46009 indri
10008 Q0 chart-8, Rogot2, Nopol, combine: 240 275 0.46009 indri
10008 Q0 chart-8, Rogot2, SimFix, combine: 241 276 0.46009 indri
10008 Q0 chart-8, Rogot2, TBar, combine: 242 277 0.46009 indri
10008 Q0 chart-8, Rogot2, jGenProg, combine: 243 278 0.46009 indri
10008 Q0 chart-8, Rogot2, jKali, combine: 244 279 0.46009 indri
10008 Q0 chart-8, Rogot2, jMutRepair, combine: 245 280 0.46009 indri
10008 Q0 chart-8, RussellRao, ACS, combine: 246 281 0.46009 indri
10008 Q0 chart-8, RussellRao, Nopol, combine: 247 282 0.46009 indri
10008 Q0 chart-8, RussellRao, SimFix, combine: 248 283 0.46009 indri
10008 Q0 chart-8, RussellRao, TBar, combine: 249 284 0.46009 indri
10008 Q0 chart-8, RussellRao, jGenProg, combine: 250 285 0.46009 indri
10008 Q0 chart-8, RussellRao, jKali, combine: 251 286 0.46009 indri
10008 Q0 chart-8, RussellRao, jMutRepair, combine: 252 287 0.46009 indri
10008 Q0 chart-8, SBI, ACS, combine: 253 288 0.46009 indri
10008 Q0 chart-8, SBI, Nopol, combine: 254 289 0.46009 indri
10008 Q0 chart-8, SBI, SimFix, combine: 255 290 0.46009 indri
10008 Q0 chart-8, SBI, TBar, combine: 256 291 0.46009 indri
10008 Q0 chart-8, SBI, jGenProg, combine: 257 292 0.46009 indri
10008 Q0 chart-8, SBI, jKali, combine: 258 293 0.46009 indri
10008 Q0 chart-8, SBI, jMutRepair, combine: 259 294 0.46009 indri
10008 Q0 chart-8, Scott, ACS, combine: 260 295 0.46009 indri
10008 Q0 chart-8, Scott, Nopol, combine: 261 296 0.46009 indri
10008 Q0 chart-8, Scott, SimFix, combine: 262 297 0.46009 indri
10008 Q0 chart-8, Scott, TBar, combine: 263 298 0.46009 indri
10008 Q0 chart-8, Scott, jGenProg, combine: 264 299 0.46009 indri
10008 Q0 chart-8, Scott, jKali, combine: 265 300 0.46009 indri
10008 Q0 chart-8, Scott, jMutRepair, combine: 266 301 0.46009 indri
10008 Q0 chart-8, SorensenDice, ACS, combine: 281 302 0.46009 indri
10008 Q0 chart-8, SorensenDice, Nopol, combine: 282 303 0.46009 indri
10008 Q0 chart-8, SorensenDice, SimFix, combine: 283 304 0.46009 indri
10008 Q0 chart-8, SorensenDice, TBar, combine: 284 305 0.46009 indri
10008 Q0 chart-8, SorensenDice, jGenProg, combine: 285 306 0.46009 indri
10008 Q0 chart-8, SorensenDice, jKali, combine: 286 307 0.46009 indri
10008 Q0 chart-8, SorensenDice, jMutRepair, combine: 287 308 0.46009 indri
10008 Q0 chart-8, Tarantula, ACS, combine: 288 309 0.46009 indri
10008 Q0 chart-8, Tarantula, Nopol, combine: 289 310 0.46009 indri
10008 Q0 chart-8, Tarantula, SimFix, combine: 290 311 0.46009 indri
10008 Q0 chart-8, Tarantula, TBar, combine: 291 312 0.46009 indri
10008 Q0 chart-8, Tarantula, jGenProg, combine: 292 313 0.46009 indri
10008 Q0 chart-8, Tarantula, jKali, combine: 293 314 0.46009 indri
10008 Q0 chart-8, Tarantula, jMutRepair, combine: 294 315 0.46009 indri
10008 Q0 chart-8, Tarwid, ACS, combine: 295 316 0.46009 indri
10008 Q0 chart-8, Tarwid, Nopol, combine: 296 317 0.46009 indri
10008 Q0 chart-8, Tarwid, SimFix, combine: 297 318 0.46009 indri
10008 Q0 chart-8, Tarwid, TBar, combine: 298 319 0.46009 indri
10008 Q0 chart-8, Tarwid, jGenProg, combine: 299 320 0.46009 indri
10008 Q0 chart-8, Tarwid, jKali, combine: 300 321 0.46009 indri
10008 Q0 chart-8, Tarwid, jMutRepair, combine: 301 322 0.46009 indri
10008 Q0 chart-8, Wong1, ACS, combine: 302 323 0.46009 indri
10008 Q0 chart-8, Wong1, Nopol, combine: 303 324 0.46009 indri
10008 Q0 chart-8, Wong1, SimFix, combine: 304 325 0.46009 indri
10008 Q0 chart-8, Wong1, TBar, combine: 305 326 0.46009 indri
10008 Q0 chart-8, Wong1, jGenProg, combine: 306 327 0.46009 indri
10008 Q0 chart-8, Wong1, jKali, combine: 307 328 0.46009 indri
10008 Q0 chart-8, Wong1, jMutRepair, combine: 308 329 0.46009 indri
10009 Q0 chart-9, Euclid, ACS, combine: 64 1 0.46212 indri
10009 Q0 chart-9, Euclid, Nopol, combine: 65 2 0.46212 indri
10009 Q0 chart-9, Euclid, SimFix, combine: 66 3 0.46212 indri
10009 Q0 chart-9, Euclid, TBar, combine: 67 4 0.46212 indri
10009 Q0 chart-9, Euclid, jGenProg, combine: 68 5 0.46212 indri
10009 Q0 chart-9, Euclid, jKali, combine: 69 6 0.46212 indri
10009 Q0 chart-9, Euclid, jMutRepair, combine: 70 7 0.46212 indri
10009 Q0 chart-9, Fossum, ACS, combine: 78 8 0.46212 indri
10009 Q0 chart-9, Fossum, Nopol, combine: 79 9 0.46212 indri
10009 Q0 chart-9, Fossum, SimFix, combine: 80 10 0.46212 indri
10009 Q0 chart-9, Fossum, TBar, combine: 81 11 0.46212 indri
10009 Q0 chart-9, Fossum, jGenProg, combine: 82 12 0.46212 indri
10009 Q0 chart-9, Fossum, jKali, combine: 83 13 0.46212 indri
10009 Q0 chart-9, Fossum, jMutRepair, combine: 84 14 0.46212 indri
10009 Q0 chart-9, Gower, ACS, combine: 92 15 0.46212 indri
10009 Q0 chart-9, Gower, Nopol, combine: 93 16 0.46212 indri
10009 Q0 chart-9, Gower, SimFix, combine: 94 17 0.46212 indri
10009 Q0 chart-9, Gower, TBar, combine: 95 18 0.46212 indri
10009 Q0 chart-9, Gower, jGenProg, combine: 96 19 0.46212 indri
10009 Q0 chart-9, Gower, jKali, combine: 97 20 0.46212 indri
10009 Q0 chart-9, Gower, jMutRepair, combine: 98 21 0.46212 indri
10009 Q0 chart-9, Hamann, ACS, combine: 106 22 0.46212 indri
10009 Q0 chart-9, Hamann, Nopol, combine: 107 23 0.46212 indri
10009 Q0 chart-9, Hamann, SimFix, combine: 108 24 0.46212 indri
10009 Q0 chart-9, Hamann, TBar, combine: 109 25 0.46212 indri
10009 Q0 chart-9, Hamann, jGenProg, combine: 110 26 0.46212 indri
10009 Q0 chart-9, Hamann, jKali, combine: 111 27 0.46212 indri
10009 Q0 chart-9, Hamann, jMutRepair, combine: 112 28 0.46212 indri
10009 Q0 chart-9, Hamming, ACS, combine: 113 29 0.46212 indri
10009 Q0 chart-9, Hamming, Nopol, combine: 114 30 0.46212 indri
10009 Q0 chart-9, Hamming, SimFix, combine: 115 31 0.46212 indri
10009 Q0 chart-9, Hamming, TBar, combine: 116 32 0.46212 indri
10009 Q0 chart-9, Hamming, jGenProg, combine: 117 33 0.46212 indri
10009 Q0 chart-9, Hamming, jKali, combine: 118 34 0.46212 indri
10009 Q0 chart-9, Hamming, jMutRepair, combine: 119 35 0.46212 indri
10009 Q0 chart-9, HarmonicMean, ACS, combine: 120 36 0.46212 indri
10009 Q0 chart-9, HarmonicMean, Nopol, combine: 121 37 0.46212 indri
10009 Q0 chart-9, HarmonicMean, SimFix, combine: 122 38 0.46212 indri
10009 Q0 chart-9, HarmonicMean, TBar, combine: 123 39 0.46212 indri
10009 Q0 chart-9, HarmonicMean, jGenProg, combine: 124 40 0.46212 indri
10009 Q0 chart-9, HarmonicMean, jKali, combine: 125 41 0.46212 indri
10009 Q0 chart-9, HarmonicMean, jMutRepair, combine: 126 42 0.46212 indri
10009 Q0 chart-9, M1, ACS, combine: 148 43 0.46212 indri
10009 Q0 chart-9, M1, Nopol, combine: 149 44 0.46212 indri
10009 Q0 chart-9, M1, SimFix, combine: 150 45 0.46212 indri
10009 Q0 chart-9, M1, TBar, combine: 151 46 0.46212 indri
10009 Q0 chart-9, M1, jGenProg, combine: 152 47 0.46212 indri
10009 Q0 chart-9, M1, jKali, combine: 153 48 0.46212 indri
10009 Q0 chart-9, M1, jMutRepair, combine: 154 49 0.46212 indri
10009 Q0 chart-9, Michael, ACS, combine: 162 50 0.46212 indri
10009 Q0 chart-9, Michael, Nopol, combine: 163 51 0.46212 indri
10009 Q0 chart-9, Michael, SimFix, combine: 164 52 0.46212 indri
10009 Q0 chart-9, Michael, TBar, combine: 165 53 0.46212 indri
10009 Q0 chart-9, Michael, jGenProg, combine: 166 54 0.46212 indri
10009 Q0 chart-9, Michael, jKali, combine: 167 55 0.46212 indri
10009 Q0 chart-9, Michael, jMutRepair, combine: 168 56 0.46212 indri
10009 Q0 chart-9, Ochiai2, ACS, combine: 183 57 0.46212 indri
10009 Q0 chart-9, Ochiai2, Nopol, combine: 184 58 0.46212 indri
10009 Q0 chart-9, Ochiai2, SimFix, combine: 185 59 0.46212 indri
10009 Q0 chart-9, Ochiai2, TBar, combine: 186 60 0.46212 indri
10009 Q0 chart-9, Ochiai2, jGenProg, combine: 187 61 0.46212 indri
10009 Q0 chart-9, Ochiai2, jKali, combine: 188 62 0.46212 indri
10009 Q0 chart-9, Ochiai2, jMutRepair, combine: 189 63 0.46212 indri
10009 Q0 chart-9, Optimal, ACS, combine: 190 64 0.46212 indri
10009 Q0 chart-9, Optimal, Nopol, combine: 191 65 0.46212 indri
10009 Q0 chart-9, Optimal, SimFix, combine: 192 66 0.46212 indri
10009 Q0 chart-9, Optimal, TBar, combine: 193 67 0.46212 indri
10009 Q0 chart-9, Optimal, jGenProg, combine: 194 68 0.46212 indri
10009 Q0 chart-9, Optimal, jKali, combine: 195 69 0.46212 indri
10009 Q0 chart-9, Optimal, jMutRepair, combine: 196 70 0.46212 indri
10009 Q0 chart-9, Pierce, ACS, combine: 218 71 0.46212 indri
10009 Q0 chart-9, Pierce, Nopol, combine: 219 72 0.46212 indri
10009 Q0 chart-9, Pierce, SimFix, combine: 220 73 0.46212 indri
10009 Q0 chart-9, Pierce, TBar, combine: 221 74 0.46212 indri
10009 Q0 chart-9, Pierce, jGenProg, combine: 222 75 0.46212 indri
10009 Q0 chart-9, Pierce, jKali, combine: 223 76 0.46212 indri
10009 Q0 chart-9, Pierce, jMutRepair, combine: 224 77 0.46212 indri
10009 Q0 chart-9, RogersTanimoto, ACS, combine: 225 78 0.46212 indri
10009 Q0 chart-9, RogersTanimoto, Nopol, combine: 226 79 0.46212 indri
10009 Q0 chart-9, RogersTanimoto, SimFix, combine: 227 80 0.46212 indri
10009 Q0 chart-9, RogersTanimoto, TBar, combine: 228 81 0.46212 indri
10009 Q0 chart-9, RogersTanimoto, jGenProg, combine: 229 82 0.46212 indri
10009 Q0 chart-9, RogersTanimoto, jKali, combine: 230 83 0.46212 indri
10009 Q0 chart-9, RogersTanimoto, jMutRepair, combine: 231 84 0.46212 indri
10009 Q0 chart-9, SimpleMatching, ACS, combine: 267 85 0.46212 indri
10009 Q0 chart-9, SimpleMatching, Nopol, combine: 268 86 0.46212 indri
10009 Q0 chart-9, SimpleMatching, SimFix, combine: 269 87 0.46212 indri
10009 Q0 chart-9, SimpleMatching, TBar, combine: 270 88 0.46212 indri
10009 Q0 chart-9, SimpleMatching, jGenProg, combine: 271 89 0.46212 indri
10009 Q0 chart-9, SimpleMatching, jKali, combine: 272 90 0.46212 indri
10009 Q0 chart-9, SimpleMatching, jMutRepair, combine: 273 91 0.46212 indri
10009 Q0 chart-9, Sokal, ACS, combine: 274 92 0.46212 indri
10009 Q0 chart-9, Sokal, Nopol, combine: 275 93 0.46212 indri
10009 Q0 chart-9, Sokal, SimFix, combine: 276 94 0.46212 indri
10009 Q0 chart-9, Sokal, TBar, combine: 277 95 0.46212 indri
10009 Q0 chart-9, Sokal, jGenProg, combine: 278 96 0.46212 indri
10009 Q0 chart-9, Sokal, jKali, combine: 279 97 0.46212 indri
10009 Q0 chart-9, Sokal, jMutRepair, combine: 280 98 0.46212 indri
10009 Q0 chart-9, Wong2, ACS, combine: 309 99 0.46212 indri
10009 Q0 chart-9, Wong2, Nopol, combine: 310 100 0.46212 indri
10009 Q0 chart-9, Wong2, SimFix, combine: 311 101 0.46212 indri
10009 Q0 chart-9, Wong2, TBar, combine: 312 102 0.46212 indri
10009 Q0 chart-9, Wong2, jGenProg, combine: 313 103 0.46212 indri
10009 Q0 chart-9, Wong2, jKali, combine: 314 104 0.46212 indri
10009 Q0 chart-9, Wong2, jMutRepair, combine: 315 105 0.46212 indri
10009 Q0 chart-9, Wong3, ACS, combine: 316 106 0.46212 indri
10009 Q0 chart-9, Wong3, Nopol, combine: 317 107 0.46212 indri
10009 Q0 chart-9, Wong3, SimFix, combine: 318 108 0.46212 indri
10009 Q0 chart-9, Wong3, TBar, combine: 319 109 0.46212 indri
10009 Q0 chart-9, Wong3, jGenProg, combine: 320 110 0.46212 indri
10009 Q0 chart-9, Wong3, jKali, combine: 321 111 0.46212 indri
10009 Q0 chart-9, Wong3, jMutRepair, combine: 322 112 0.46212 indri
10009 Q0 chart-9, Zoltar, ACS, combine: 323 113 0.46212 indri
10009 Q0 chart-9, Zoltar, Nopol, combine: 324 114 0.46212 indri
10009 Q0 chart-9, Zoltar, SimFix, combine: 325 115 0.46212 indri
10009 Q0 chart-9, Zoltar, TBar, combine: 326 116 0.46212 indri
10009 Q0 chart-9, Zoltar, jGenProg, combine: 327 117 0.46212 indri
10009 Q0 chart-9, Zoltar, jKali, combine: 328 118 0.46212 indri
10009 Q0 chart-9, Zoltar, jMutRepair, combine: 329 119 0.46212 indri
10009 Q0 chart-9, Ample, ACS, combine: 1 120 0.46009 indri
10009 Q0 chart-9, Ample, Nopol, combine: 2 121 0.46009 indri
10009 Q0 chart-9, Ample, SimFix, combine: 3 122 0.46009 indri
10009 Q0 chart-9, Ample, TBar, combine: 4 123 0.46009 indri
10009 Q0 chart-9, Ample, jGenProg, combine: 5 124 0.46009 indri
10009 Q0 chart-9, Ample, jKali, combine: 6 125 0.46009 indri
10009 Q0 chart-9, Ample, jMutRepair, combine: 7 126 0.46009 indri
10009 Q0 chart-9, Anderberg, ACS, combine: 8 127 0.46009 indri
10009 Q0 chart-9, Anderberg, Nopol, combine: 9 128 0.46009 indri
10009 Q0 chart-9, Anderberg, SimFix, combine: 10 129 0.46009 indri
10009 Q0 chart-9, Anderberg, TBar, combine: 11 130 0.46009 indri
10009 Q0 chart-9, Anderberg, jGenProg, combine: 12 131 0.46009 indri
10009 Q0 chart-9, Anderberg, jKali, combine: 13 132 0.46009 indri
10009 Q0 chart-9, Anderberg, jMutRepair, combine: 14 133 0.46009 indri
10009 Q0 chart-9, ArithmeticMean, ACS, combine: 15 134 0.46009 indri
10009 Q0 chart-9, ArithmeticMean, Nopol, combine: 16 135 0.46009 indri
10009 Q0 chart-9, ArithmeticMean, SimFix, combine: 17 136 0.46009 indri
10009 Q0 chart-9, ArithmeticMean, TBar, combine: 18 137 0.46009 indri
10009 Q0 chart-9, ArithmeticMean, jGenProg, combine: 19 138 0.46009 indri
10009 Q0 chart-9, ArithmeticMean, jKali, combine: 20 139 0.46009 indri
10009 Q0 chart-9, ArithmeticMean, jMutRepair, combine: 21 140 0.46009 indri
10009 Q0 chart-9, BaroniUrbaniBuser, ACS, combine: 22 141 0.46009 indri
10009 Q0 chart-9, BaroniUrbaniBuser, Nopol, combine: 23 142 0.46009 indri
10009 Q0 chart-9, BaroniUrbaniBuser, SimFix, combine: 24 143 0.46009 indri
10009 Q0 chart-9, BaroniUrbaniBuser, TBar, combine: 25 144 0.46009 indri
10009 Q0 chart-9, BaroniUrbaniBuser, jGenProg, combine: 26 145 0.46009 indri
10009 Q0 chart-9, BaroniUrbaniBuser, jKali, combine: 27 146 0.46009 indri
10009 Q0 chart-9, BaroniUrbaniBuser, jMutRepair, combine: 28 147 0.46009 indri
10009 Q0 chart-9, BraunBanqust, ACS, combine: 29 148 0.46009 indri
10009 Q0 chart-9, BraunBanqust, Nopol, combine: 30 149 0.46009 indri
10009 Q0 chart-9, BraunBanqust, SimFix, combine: 31 150 0.46009 indri
10009 Q0 chart-9, BraunBanqust, TBar, combine: 32 151 0.46009 indri
10009 Q0 chart-9, BraunBanqust, jGenProg, combine: 33 152 0.46009 indri
10009 Q0 chart-9, BraunBanqust, jKali, combine: 34 153 0.46009 indri
10009 Q0 chart-9, BraunBanqust, jMutRepair, combine: 35 154 0.46009 indri
10009 Q0 chart-9, Cohen, ACS, combine: 36 155 0.46009 indri
10009 Q0 chart-9, Cohen, Nopol, combine: 37 156 0.46009 indri
10009 Q0 chart-9, Cohen, SimFix, combine: 38 157 0.46009 indri
10009 Q0 chart-9, Cohen, TBar, combine: 39 158 0.46009 indri
10009 Q0 chart-9, Cohen, jGenProg, combine: 40 159 0.46009 indri
10009 Q0 chart-9, Cohen, jKali, combine: 41 160 0.46009 indri
10009 Q0 chart-9, Cohen, jMutRepair, combine: 42 161 0.46009 indri
10009 Q0 chart-9, Dennis, ACS, combine: 43 162 0.46009 indri
10009 Q0 chart-9, Dennis, Nopol, combine: 44 163 0.46009 indri
10009 Q0 chart-9, Dennis, SimFix, combine: 45 164 0.46009 indri
10009 Q0 chart-9, Dennis, TBar, combine: 46 165 0.46009 indri
10009 Q0 chart-9, Dennis, jGenProg, combine: 47 166 0.46009 indri
10009 Q0 chart-9, Dennis, jKali, combine: 48 167 0.46009 indri
10009 Q0 chart-9, Dennis, jMutRepair, combine: 49 168 0.46009 indri
10009 Q0 chart-9, Dice, ACS, combine: 50 169 0.46009 indri
10009 Q0 chart-9, Dice, Nopol, combine: 51 170 0.46009 indri
10009 Q0 chart-9, Dice, SimFix, combine: 52 171 0.46009 indri
10009 Q0 chart-9, Dice, TBar, combine: 53 172 0.46009 indri
10009 Q0 chart-9, Dice, jGenProg, combine: 54 173 0.46009 indri
10009 Q0 chart-9, Dice, jKali, combine: 55 174 0.46009 indri
10009 Q0 chart-9, Dice, jMutRepair, combine: 56 175 0.46009 indri
10009 Q0 chart-9, Dstar, ACS, combine: 57 176 0.46009 indri
10009 Q0 chart-9, Dstar, Nopol, combine: 58 177 0.46009 indri
10009 Q0 chart-9, Dstar, SimFix, combine: 59 178 0.46009 indri
10009 Q0 chart-9, Dstar, TBar, combine: 60 179 0.46009 indri
10009 Q0 chart-9, Dstar, jGenProg, combine: 61 180 0.46009 indri
10009 Q0 chart-9, Dstar, jKali, combine: 62 181 0.46009 indri
10009 Q0 chart-9, Dstar, jMutRepair, combine: 63 182 0.46009 indri
10009 Q0 chart-9, Fleiss, ACS, combine: 71 183 0.46009 indri
10009 Q0 chart-9, Fleiss, Nopol, combine: 72 184 0.46009 indri
10009 Q0 chart-9, Fleiss, SimFix, combine: 73 185 0.46009 indri
10009 Q0 chart-9, Fleiss, TBar, combine: 74 186 0.46009 indri
10009 Q0 chart-9, Fleiss, jGenProg, combine: 75 187 0.46009 indri
10009 Q0 chart-9, Fleiss, jKali, combine: 76 188 0.46009 indri
10009 Q0 chart-9, Fleiss, jMutRepair, combine: 77 189 0.46009 indri
10009 Q0 chart-9, Goodman, ACS, combine: 85 190 0.46009 indri
10009 Q0 chart-9, Goodman, Nopol, combine: 86 191 0.46009 indri
10009 Q0 chart-9, Goodman, SimFix, combine: 87 192 0.46009 indri
10009 Q0 chart-9, Goodman, TBar, combine: 88 193 0.46009 indri
10009 Q0 chart-9, Goodman, jGenProg, combine: 89 194 0.46009 indri
10009 Q0 chart-9, Goodman, jKali, combine: 90 195 0.46009 indri
10009 Q0 chart-9, Goodman, jMutRepair, combine: 91 196 0.46009 indri
10009 Q0 chart-9, GP13, ACS, combine: 99 197 0.46009 indri
10009 Q0 chart-9, GP13, Nopol, combine: 100 198 0.46009 indri
10009 Q0 chart-9, GP13, SimFix, combine: 101 199 0.46009 indri
10009 Q0 chart-9, GP13, TBar, combine: 102 200 0.46009 indri
10009 Q0 chart-9, GP13, jGenProg, combine: 103 201 0.46009 indri
10009 Q0 chart-9, GP13, jKali, combine: 104 202 0.46009 indri
10009 Q0 chart-9, GP13, jMutRepair, combine: 105 203 0.46009 indri
10009 Q0 chart-9, Jaccard, ACS, combine: 127 204 0.46009 indri
10009 Q0 chart-9, Jaccard, Nopol, combine: 128 205 0.46009 indri
10009 Q0 chart-9, Jaccard, SimFix, combine: 129 206 0.46009 indri
10009 Q0 chart-9, Jaccard, TBar, combine: 130 207 0.46009 indri
10009 Q0 chart-9, Jaccard, jGenProg, combine: 131 208 0.46009 indri
10009 Q0 chart-9, Jaccard, jKali, combine: 132 209 0.46009 indri
10009 Q0 chart-9, Jaccard, jMutRepair, combine: 133 210 0.46009 indri
10009 Q0 chart-9, Kulczynski1, ACS, combine: 134 211 0.46009 indri
10009 Q0 chart-9, Kulczynski1, Nopol, combine: 135 212 0.46009 indri
10009 Q0 chart-9, Kulczynski1, SimFix, combine: 136 213 0.46009 indri
10009 Q0 chart-9, Kulczynski1, TBar, combine: 137 214 0.46009 indri
10009 Q0 chart-9, Kulczynski1, jGenProg, combine: 138 215 0.46009 indri
10009 Q0 chart-9, Kulczynski1, jKali, combine: 139 216 0.46009 indri
10009 Q0 chart-9, Kulczynski1, jMutRepair, combine: 140 217 0.46009 indri
10009 Q0 chart-9, Kulczynskil2, ACS, combine: 141 218 0.46009 indri
10009 Q0 chart-9, Kulczynskil2, Nopol, combine: 142 219 0.46009 indri
