10001 Q0 chart-1, Ample, ACS, combine: 1 1 0.50565 indri
10007 Q0 chart-7, Wong2, TBar, combine: 312 64 0.50572 indri
10007 Q0 chart-7, Zoltar, TBar, combine: 326 65 0.50572 indri
10007 Q0 chart-7, Ample, SimFix, combine: 3 66 0.50569 indri
10007 Q0 chart-7, Anderberg, SimFix, combine: 10 67 0.50569 indri
10007 Q0 chart-7, ArithmeticMean, SimFix, combine: 17 68 0.50569 indri
10007 Q0 chart-7, BaroniUrbaniBuser, SimFix, combine: 24 69 0.50569 indri
10007 Q0 chart-7, BraunBanqust, SimFix, combine: 31 70 0.50569 indri
10007 Q0 chart-7, Cohen, SimFix, combine: 38 71 0.50569 indri
10007 Q0 chart-7, Dennis, SimFix, combine: 45 72 0.50569 indri
10007 Q0 chart-7, Dice, SimFix, combine: 52 73 0.50569 indri
10007 Q0 chart-7, Dstar, SimFix, combine: 59 74 0.50569 indri
10007 Q0 chart-7, Euclid, SimFix, combine: 66 75 0.50569 indri
10007 Q0 chart-7, Fleiss, SimFix, combine: 73 76 0.50569 indri
10007 Q0 chart-7, Fossum, SimFix, combine: 80 77 0.50569 indri
10007 Q0 chart-7, Goodman, SimFix, combine: 87 78 0.50569 indri
10007 Q0 chart-7, Gower, SimFix, combine: 94 79 0.50569 indri
10007 Q0 chart-7, GP13, SimFix, combine: 101 80 0.50569 indri
10007 Q0 chart-7, Hamann, SimFix, combine: 108 81 0.50569 indri
10007 Q0 chart-7, Hamming, SimFix, combine: 115 82 0.50569 indri
10007 Q0 chart-7, HarmonicMean, SimFix, combine: 122 83 0.50569 indri
10007 Q0 chart-7, Jaccard, SimFix, combine: 129 84 0.50569 indri
10007 Q0 chart-7, Kulczynski1, SimFix, combine: 136 85 0.50569 indri
10007 Q0 chart-7, Kulczynskil2, SimFix, combine: 143 86 0.50569 indri
10007 Q0 chart-7, M1, SimFix, combine: 150 87 0.50569 indri
10007 Q0 chart-7, M2, SimFix, combine: 157 88 0.50569 indri
10007 Q0 chart-7, Michael, SimFix, combine: 164 89 0.50569 indri
10007 Q0 chart-7, Mountford, SimFix, combine: 171 90 0.50569 indri
10007 Q0 chart-7, Ochiai, SimFix, combine: 178 91 0.50569 indri
10007 Q0 chart-7, Ochiai2, SimFix, combine: 185 92 0.50569 indri
10007 Q0 chart-7, Optimal, SimFix, combine: 192 93 0.50569 indri
10007 Q0 chart-7, OptimalP, SimFix, combine: 199 94 0.50569 indri
10007 Q0 chart-7, Overlap, SimFix, combine: 206 95 0.50569 indri
10007 Q0 chart-7, Phi, SimFix, combine: 213 96 0.50569 indri
10007 Q0 chart-7, Pierce, SimFix, combine: 220 97 0.50569 indri
10007 Q0 chart-7, RogersTanimoto, SimFix, combine: 227 98 0.50569 indri
10007 Q0 chart-7, Rogot1, SimFix, combine: 234 99 0.50569 indri
10007 Q0 chart-7, Rogot2, SimFix, combine: 241 100 0.50569 indri
10007 Q0 chart-7, SBI, SimFix, combine: 255 101 0.50569 indri
10007 Q0 chart-7, Scott, SimFix, combine: 262 102 0.50569 indri
10007 Q0 chart-7, SimpleMatching, SimFix, combine: 269 103 0.50569 indri
10007 Q0 chart-7, Sokal, SimFix, combine: 276 104 0.50569 indri
10007 Q0 chart-7, SorensenDice, SimFix, combine: 283 105 0.50569 indri
10007 Q0 chart-7, Tarantula, SimFix, combine: 290 106 0.50569 indri
10007 Q0 chart-7, Tarwid, SimFix, combine: 297 107 0.50569 indri
10007 Q0 chart-7, Wong2, SimFix, combine: 311 108 0.50569 indri
10007 Q0 chart-7, Zoltar, SimFix, combine: 325 109 0.50569 indri
10007 Q0 chart-7, Ample, jMutRepair, combine: 7 110 0.50567 indri
10007 Q0 chart-7, Anderberg, jMutRepair, combine: 14 111 0.50567 indri
10007 Q0 chart-7, ArithmeticMean, jMutRepair, combine: 21 112 0.50567 indri
10007 Q0 chart-7, BaroniUrbaniBuser, jMutRepair, combine: 28 113 0.50567 indri
10007 Q0 chart-7, BraunBanqust, jMutRepair, combine: 35 114 0.50567 indri
10007 Q0 chart-7, Cohen, jMutRepair, combine: 42 115 0.50567 indri
10007 Q0 chart-7, Dennis, jMutRepair, combine: 49 116 0.50567 indri
10007 Q0 chart-7, Dice, jMutRepair, combine: 56 117 0.50567 indri
10007 Q0 chart-7, Dstar, jMutRepair, combine: 63 118 0.50567 indri
10007 Q0 chart-7, Euclid, jMutRepair, combine: 70 119 0.50567 indri
10007 Q0 chart-7, Fleiss, jMutRepair, combine: 77 120 0.50567 indri
10007 Q0 chart-7, Fossum, jMutRepair, combine: 84 121 0.50567 indri
10007 Q0 chart-7, Goodman, jMutRepair, combine: 91 122 0.50567 indri
10007 Q0 chart-7, Gower, jMutRepair, combine: 98 123 0.50567 indri
10007 Q0 chart-7, GP13, jMutRepair, combine: 105 124 0.50567 indri
10007 Q0 chart-7, Hamann, jMutRepair, combine: 112 125 0.50567 indri
10007 Q0 chart-7, Hamming, jMutRepair, combine: 119 126 0.50567 indri
10007 Q0 chart-7, HarmonicMean, jMutRepair, combine: 126 127 0.50567 indri
10007 Q0 chart-7, Jaccard, jMutRepair, combine: 133 128 0.50567 indri
10007 Q0 chart-7, Kulczynski1, jMutRepair, combine: 140 129 0.50567 indri
10007 Q0 chart-7, Kulczynskil2, jMutRepair, combine: 147 130 0.50567 indri
10007 Q0 chart-7, M1, jMutRepair, combine: 154 131 0.50567 indri
10007 Q0 chart-7, M2, jMutRepair, combine: 161 132 0.50567 indri
10007 Q0 chart-7, Michael, jMutRepair, combine: 168 133 0.50567 indri
10007 Q0 chart-7, Mountford, jMutRepair, combine: 175 134 0.50567 indri
10007 Q0 chart-7, Ochiai, jMutRepair, combine: 182 135 0.50567 indri
10007 Q0 chart-7, Ochiai2, jMutRepair, combine: 189 136 0.50567 indri
10007 Q0 chart-7, Optimal, jMutRepair, combine: 196 137 0.50567 indri
10007 Q0 chart-7, OptimalP, jMutRepair, combine: 203 138 0.50567 indri
10007 Q0 chart-7, Overlap, jMutRepair, combine: 210 139 0.50567 indri
10007 Q0 chart-7, Phi, jMutRepair, combine: 217 140 0.50567 indri
10007 Q0 chart-7, Pierce, jMutRepair, combine: 224 141 0.50567 indri
10007 Q0 chart-7, RogersTanimoto, jMutRepair, combine: 231 142 0.50567 indri
10007 Q0 chart-7, Rogot1, jMutRepair, combine: 238 143 0.50567 indri
10007 Q0 chart-7, Rogot2, jMutRepair, combine: 245 144 0.50567 indri
10007 Q0 chart-7, SBI, jMutRepair, combine: 259 145 0.50567 indri
10007 Q0 chart-7, Scott, jMutRepair, combine: 266 146 0.50567 indri
10007 Q0 chart-7, SimpleMatching, jMutRepair, combine: 273 147 0.50567 indri
10007 Q0 chart-7, Sokal, jMutRepair, combine: 280 148 0.50567 indri
10007 Q0 chart-7, SorensenDice, jMutRepair, combine: 287 149 0.50567 indri
10007 Q0 chart-7, Tarantula, jMutRepair, combine: 294 150 0.50567 indri
10007 Q0 chart-7, Tarwid, jMutRepair, combine: 301 151 0.50567 indri
10007 Q0 chart-7, Wong2, jMutRepair, combine: 315 152 0.50567 indri
10007 Q0 chart-7, Zoltar, jMutRepair, combine: 329 153 0.50567 indri
10007 Q0 chart-7, Ample, ACS, combine: 1 154 0.50565 indri
10007 Q0 chart-7, Ample, Nopol, combine: 2 155 0.50565 indri
10007 Q0 chart-7, Ample, jGenProg, combine: 5 156 0.50565 indri
10007 Q0 chart-7, Ample, jKali, combine: 6 157 0.50565 indri
10007 Q0 chart-7, Anderberg, ACS, combine: 8 158 0.50565 indri
10007 Q0 chart-7, Anderberg, Nopol, combine: 9 159 0.50565 indri
10007 Q0 chart-7, Anderberg, jGenProg, combine: 12 160 0.50565 indri
10007 Q0 chart-7, Anderberg, jKali, combine: 13 161 0.50565 indri
10007 Q0 chart-7, ArithmeticMean, ACS, combine: 15 162 0.50565 indri
10007 Q0 chart-7, ArithmeticMean, Nopol, combine: 16 163 0.50565 indri
10007 Q0 chart-7, ArithmeticMean, jGenProg, combine: 19 164 0.50565 indri
10007 Q0 chart-7, ArithmeticMean, jKali, combine: 20 165 0.50565 indri
10007 Q0 chart-7, BaroniUrbaniBuser, ACS, combine: 22 166 0.50565 indri
10007 Q0 chart-7, BaroniUrbaniBuser, Nopol, combine: 23 167 0.50565 indri
10007 Q0 chart-7, BaroniUrbaniBuser, jGenProg, combine: 26 168 0.50565 indri
10007 Q0 chart-7, BaroniUrbaniBuser, jKali, combine: 27 169 0.50565 indri
10007 Q0 chart-7, BraunBanqust, ACS, combine: 29 170 0.50565 indri
10007 Q0 chart-7, BraunBanqust, Nopol, combine: 30 171 0.50565 indri
10007 Q0 chart-7, BraunBanqust, jGenProg, combine: 33 172 0.50565 indri
10007 Q0 chart-7, BraunBanqust, jKali, combine: 34 173 0.50565 indri
10007 Q0 chart-7, Cohen, ACS, combine: 36 174 0.50565 indri
10007 Q0 chart-7, Cohen, Nopol, combine: 37 175 0.50565 indri
10007 Q0 chart-7, Cohen, jGenProg, combine: 40 176 0.50565 indri
10007 Q0 chart-7, Cohen, jKali, combine: 41 177 0.50565 indri
10007 Q0 chart-7, Dennis, ACS, combine: 43 178 0.50565 indri
10007 Q0 chart-7, Dennis, Nopol, combine: 44 179 0.50565 indri
10007 Q0 chart-7, Dennis, jGenProg, combine: 47 180 0.50565 indri
10007 Q0 chart-7, Dennis, jKali, combine: 48 181 0.50565 indri
10007 Q0 chart-7, Dice, ACS, combine: 50 182 0.50565 indri
10007 Q0 chart-7, Dice, Nopol, combine: 51 183 0.50565 indri
10007 Q0 chart-7, Dice, jGenProg, combine: 54 184 0.50565 indri
10007 Q0 chart-7, Dice, jKali, combine: 55 185 0.50565 indri
10007 Q0 chart-7, Dstar, ACS, combine: 57 186 0.50565 indri
10007 Q0 chart-7, Dstar, Nopol, combine: 58 187 0.50565 indri
10007 Q0 chart-7, Dstar, jGenProg, combine: 61 188 0.50565 indri
10007 Q0 chart-7, Dstar, jKali, combine: 62 189 0.50565 indri
10007 Q0 chart-7, Euclid, ACS, combine: 64 190 0.50565 indri
10007 Q0 chart-7, Euclid, Nopol, combine: 65 191 0.50565 indri
10007 Q0 chart-7, Euclid, jGenProg, combine: 68 192 0.50565 indri
10007 Q0 chart-7, Euclid, jKali, combine: 69 193 0.50565 indri
10007 Q0 chart-7, Fleiss, ACS, combine: 71 194 0.50565 indri
10007 Q0 chart-7, Fleiss, Nopol, combine: 72 195 0.50565 indri
10007 Q0 chart-7, Fleiss, jGenProg, combine: 75 196 0.50565 indri
10007 Q0 chart-7, Fleiss, jKali, combine: 76 197 0.50565 indri
10007 Q0 chart-7, Fossum, ACS, combine: 78 198 0.50565 indri
10007 Q0 chart-7, Fossum, Nopol, combine: 79 199 0.50565 indri
10007 Q0 chart-7, Fossum, jGenProg, combine: 82 200 0.50565 indri
10007 Q0 chart-7, Fossum, jKali, combine: 83 201 0.50565 indri
10007 Q0 chart-7, Goodman, ACS, combine: 85 202 0.50565 indri
10007 Q0 chart-7, Goodman, Nopol, combine: 86 203 0.50565 indri
10007 Q0 chart-7, Goodman, jGenProg, combine: 89 204 0.50565 indri
10007 Q0 chart-7, Goodman, jKali, combine: 90 205 0.50565 indri
10007 Q0 chart-7, Gower, ACS, combine: 92 206 0.50565 indri
10007 Q0 chart-7, Gower, Nopol, combine: 93 207 0.50565 indri
10007 Q0 chart-7, Gower, jGenProg, combine: 96 208 0.50565 indri
10007 Q0 chart-7, Gower, jKali, combine: 97 209 0.50565 indri
10007 Q0 chart-7, GP13, ACS, combine: 99 210 0.50565 indri
10007 Q0 chart-7, GP13, Nopol, combine: 100 211 0.50565 indri
10007 Q0 chart-7, GP13, jGenProg, combine: 103 212 0.50565 indri
10007 Q0 chart-7, GP13, jKali, combine: 104 213 0.50565 indri
10007 Q0 chart-7, Hamann, ACS, combine: 106 214 0.50565 indri
10007 Q0 chart-7, Hamann, Nopol, combine: 107 215 0.50565 indri
10007 Q0 chart-7, Hamann, jGenProg, combine: 110 216 0.50565 indri
10007 Q0 chart-7, Hamann, jKali, combine: 111 217 0.50565 indri
10007 Q0 chart-7, Hamming, ACS, combine: 113 218 0.50565 indri
10007 Q0 chart-7, Hamming, Nopol, combine: 114 219 0.50565 indri
10007 Q0 chart-7, Hamming, jGenProg, combine: 117 220 0.50565 indri
10007 Q0 chart-7, Hamming, jKali, combine: 118 221 0.50565 indri
10007 Q0 chart-7, HarmonicMean, ACS, combine: 120 222 0.50565 indri
10007 Q0 chart-7, HarmonicMean, Nopol, combine: 121 223 0.50565 indri
10007 Q0 chart-7, HarmonicMean, jGenProg, combine: 124 224 0.50565 indri
10007 Q0 chart-7, HarmonicMean, jKali, combine: 125 225 0.50565 indri
10007 Q0 chart-7, Jaccard, ACS, combine: 127 226 0.50565 indri
10007 Q0 chart-7, Jaccard, Nopol, combine: 128 227 0.50565 indri
10007 Q0 chart-7, Jaccard, jGenProg, combine: 131 228 0.50565 indri
10007 Q0 chart-7, Jaccard, jKali, combine: 132 229 0.50565 indri
10007 Q0 chart-7, Kulczynski1, ACS, combine: 134 230 0.50565 indri
10007 Q0 chart-7, Kulczynski1, Nopol, combine: 135 231 0.50565 indri
10007 Q0 chart-7, Kulczynski1, jGenProg, combine: 138 232 0.50565 indri
10007 Q0 chart-7, Kulczynski1, jKali, combine: 139 233 0.50565 indri
10007 Q0 chart-7, Kulczynskil2, ACS, combine: 141 234 0.50565 indri
10007 Q0 chart-7, Kulczynskil2, Nopol, combine: 142 235 0.50565 indri
10007 Q0 chart-7, Kulczynskil2, jGenProg, combine: 145 236 0.50565 indri
10007 Q0 chart-7, Kulczynskil2, jKali, combine: 146 237 0.50565 indri
10007 Q0 chart-7, M1, ACS, combine: 148 238 0.50565 indri
10007 Q0 chart-7, M1, Nopol, combine: 149 239 0.50565 indri
10007 Q0 chart-7, M1, jGenProg, combine: 152 240 0.50565 indri
10007 Q0 chart-7, M1, jKali, combine: 153 241 0.50565 indri
10007 Q0 chart-7, M2, ACS, combine: 155 242 0.50565 indri
10007 Q0 chart-7, M2, Nopol, combine: 156 243 0.50565 indri
10007 Q0 chart-7, M2, jGenProg, combine: 159 244 0.50565 indri
10007 Q0 chart-7, M2, jKali, combine: 160 245 0.50565 indri
10007 Q0 chart-7, Michael, ACS, combine: 162 246 0.50565 indri
10007 Q0 chart-7, Michael, Nopol, combine: 163 247 0.50565 indri
10007 Q0 chart-7, Michael, jGenProg, combine: 166 248 0.50565 indri
10007 Q0 chart-7, Michael, jKali, combine: 167 249 0.50565 indri
10007 Q0 chart-7, Mountford, ACS, combine: 169 250 0.50565 indri
10007 Q0 chart-7, Mountford, Nopol, combine: 170 251 0.50565 indri
10007 Q0 chart-7, Mountford, jGenProg, combine: 173 252 0.50565 indri
10007 Q0 chart-7, Mountford, jKali, combine: 174 253 0.50565 indri
10007 Q0 chart-7, Ochiai, ACS, combine: 176 254 0.50565 indri
10007 Q0 chart-7, Ochiai, Nopol, combine: 177 255 0.50565 indri
10007 Q0 chart-7, Ochiai, jGenProg, combine: 180 256 0.50565 indri
10007 Q0 chart-7, Ochiai, jKali, combine: 181 257 0.50565 indri
10007 Q0 chart-7, Ochiai2, ACS, combine: 183 258 0.50565 indri
10007 Q0 chart-7, Ochiai2, Nopol, combine: 184 259 0.50565 indri
10007 Q0 chart-7, Ochiai2, jGenProg, combine: 187 260 0.50565 indri
10007 Q0 chart-7, Ochiai2, jKali, combine: 188 261 0.50565 indri
10007 Q0 chart-7, Optimal, ACS, combine: 190 262 0.50565 indri
10007 Q0 chart-7, Optimal, Nopol, combine: 191 263 0.50565 indri
10007 Q0 chart-7, Optimal, jGenProg, combine: 194 264 0.50565 indri
10007 Q0 chart-7, Optimal, jKali, combine: 195 265 0.50565 indri
10007 Q0 chart-7, OptimalP, ACS, combine: 197 266 0.50565 indri
10007 Q0 chart-7, OptimalP, Nopol, combine: 198 267 0.50565 indri
10007 Q0 chart-7, OptimalP, jGenProg, combine: 201 268 0.50565 indri
10007 Q0 chart-7, OptimalP, jKali, combine: 202 269 0.50565 indri
10007 Q0 chart-7, Overlap, ACS, combine: 204 270 0.50565 indri
10007 Q0 chart-7, Overlap, Nopol, combine: 205 271 0.50565 indri
10007 Q0 chart-7, Overlap, jGenProg, combine: 208 272 0.50565 indri
10007 Q0 chart-7, Overlap, jKali, combine: 209 273 0.50565 indri
10007 Q0 chart-7, Phi, ACS, combine: 211 274 0.50565 indri
10007 Q0 chart-7, Phi, Nopol, combine: 212 275 0.50565 indri
10007 Q0 chart-7, Phi, jGenProg, combine: 215 276 0.50565 indri
10007 Q0 chart-7, Phi, jKali, combine: 216 277 0.50565 indri
10007 Q0 chart-7, Pierce, ACS, combine: 218 278 0.50565 indri
10007 Q0 chart-7, Pierce, Nopol, combine: 219 279 0.50565 indri
10007 Q0 chart-7, Pierce, jGenProg, combine: 222 280 0.50565 indri
10007 Q0 chart-7, Pierce, jKali, combine: 223 281 0.50565 indri
10007 Q0 chart-7, RogersTanimoto, ACS, combine: 225 282 0.50565 indri
10007 Q0 chart-7, RogersTanimoto, Nopol, combine: 226 283 0.50565 indri
10007 Q0 chart-7, RogersTanimoto, jGenProg, combine: 229 284 0.50565 indri
10007 Q0 chart-7, RogersTanimoto, jKali, combine: 230 285 0.50565 indri
10007 Q0 chart-7, Rogot1, ACS, combine: 232 286 0.50565 indri
10007 Q0 chart-7, Rogot1, Nopol, combine: 233 287 0.50565 indri
10007 Q0 chart-7, Rogot1, jGenProg, combine: 236 288 0.50565 indri
10007 Q0 chart-7, Rogot1, jKali, combine: 237 289 0.50565 indri
10007 Q0 chart-7, Rogot2, ACS, combine: 239 290 0.50565 indri
10007 Q0 chart-7, Rogot2, Nopol, combine: 240 291 0.50565 indri
10007 Q0 chart-7, Rogot2, jGenProg, combine: 243 292 0.50565 indri
10007 Q0 chart-7, Rogot2, jKali, combine: 244 293 0.50565 indri
10007 Q0 chart-7, SBI, ACS, combine: 253 294 0.50565 indri
10007 Q0 chart-7, SBI, Nopol, combine: 254 295 0.50565 indri
10007 Q0 chart-7, SBI, jGenProg, combine: 257 296 0.50565 indri
10007 Q0 chart-7, SBI, jKali, combine: 258 297 0.50565 indri
10007 Q0 chart-7, Scott, ACS, combine: 260 298 0.50565 indri
10007 Q0 chart-7, Scott, Nopol, combine: 261 299 0.50565 indri
10007 Q0 chart-7, Scott, jGenProg, combine: 264 300 0.50565 indri
10007 Q0 chart-7, Scott, jKali, combine: 265 301 0.50565 indri
10007 Q0 chart-7, SimpleMatching, ACS, combine: 267 302 0.50565 indri
10007 Q0 chart-7, SimpleMatching, Nopol, combine: 268 303 0.50565 indri
10007 Q0 chart-7, SimpleMatching, jGenProg, combine: 271 304 0.50565 indri
10007 Q0 chart-7, SimpleMatching, jKali, combine: 272 305 0.50565 indri
10007 Q0 chart-7, Sokal, ACS, combine: 274 306 0.50565 indri
10007 Q0 chart-7, Sokal, Nopol, combine: 275 307 0.50565 indri
10007 Q0 chart-7, Sokal, jGenProg, combine: 278 308 0.50565 indri
10007 Q0 chart-7, Sokal, jKali, combine: 279 309 0.50565 indri
10007 Q0 chart-7, SorensenDice, ACS, combine: 281 310 0.50565 indri
10007 Q0 chart-7, SorensenDice, Nopol, combine: 282 311 0.50565 indri
10007 Q0 chart-7, SorensenDice, jGenProg, combine: 285 312 0.50565 indri
10007 Q0 chart-7, SorensenDice, jKali, combine: 286 313 0.50565 indri
10007 Q0 chart-7, Tarantula, ACS, combine: 288 314 0.50565 indri
10007 Q0 chart-7, Tarantula, Nopol, combine: 289 315 0.50565 indri
10007 Q0 chart-7, Tarantula, jGenProg, combine: 292 316 0.50565 indri
10007 Q0 chart-7, Tarantula, jKali, combine: 293 317 0.50565 indri
10007 Q0 chart-7, Tarwid, ACS, combine: 295 318 0.50565 indri
10007 Q0 chart-7, Tarwid, Nopol, combine: 296 319 0.50565 indri
10007 Q0 chart-7, Tarwid, jGenProg, combine: 299 320 0.50565 indri
10007 Q0 chart-7, Tarwid, jKali, combine: 300 321 0.50565 indri
10007 Q0 chart-7, Wong2, ACS, combine: 309 322 0.50565 indri
10007 Q0 chart-7, Wong2, Nopol, combine: 310 323 0.50565 indri
10007 Q0 chart-7, Wong2, jGenProg, combine: 313 324 0.50565 indri
10007 Q0 chart-7, Wong2, jKali, combine: 314 325 0.50565 indri
10007 Q0 chart-7, Zoltar, ACS, combine: 323 326 0.50565 indri
10007 Q0 chart-7, Zoltar, Nopol, combine: 324 327 0.50565 indri
10007 Q0 chart-7, Zoltar, jGenProg, combine: 327 328 0.50565 indri
10007 Q0 chart-7, Zoltar, jKali, combine: 328 329 0.50565 indri
10008 Q0 chart-8, Ample, TBar, combine: 4 1 0.51898 indri
10008 Q0 chart-8, Anderberg, TBar, combine: 11 2 0.51898 indri
10008 Q0 chart-8, ArithmeticMean, TBar, combine: 18 3 0.51898 indri
10008 Q0 chart-8, BaroniUrbaniBuser, TBar, combine: 25 4 0.51898 indri
10008 Q0 chart-8, BraunBanqust, TBar, combine: 32 5 0.51898 indri
10008 Q0 chart-8, Cohen, TBar, combine: 39 6 0.51898 indri
10008 Q0 chart-8, Dennis, TBar, combine: 46 7 0.51898 indri
10008 Q0 chart-8, Dice, TBar, combine: 53 8 0.51898 indri
10008 Q0 chart-8, Dstar, TBar, combine: 60 9 0.51898 indri
10008 Q0 chart-8, Fleiss, TBar, combine: 74 10 0.51898 indri
10008 Q0 chart-8, Goodman, TBar, combine: 88 11 0.51898 indri
10008 Q0 chart-8, GP13, TBar, combine: 102 12 0.51898 indri
10008 Q0 chart-8, Jaccard, TBar, combine: 130 13 0.51898 indri
10008 Q0 chart-8, Kulczynski1, TBar, combine: 137 14 0.51898 indri
10008 Q0 chart-8, Kulczynskil2, TBar, combine: 144 15 0.51898 indri
10008 Q0 chart-8, M2, TBar, combine: 158 16 0.51898 indri
10008 Q0 chart-8, Mountford, TBar, combine: 172 17 0.51898 indri
10008 Q0 chart-8, Ochiai, TBar, combine: 179 18 0.51898 indri
10008 Q0 chart-8, OptimalP, TBar, combine: 200 19 0.51898 indri
10008 Q0 chart-8, Overlap, TBar, combine: 207 20 0.51898 indri
10008 Q0 chart-8, Phi, TBar, combine: 214 21 0.51898 indri
10008 Q0 chart-8, Rogot1, TBar, combine: 235 22 0.51898 indri
10008 Q0 chart-8, Rogot2, TBar, combine: 242 23 0.51898 indri
10008 Q0 chart-8, RussellRao, TBar, combine: 249 24 0.51898 indri
10008 Q0 chart-8, SBI, TBar, combine: 256 25 0.51898 indri
10008 Q0 chart-8, Scott, TBar, combine: 263 26 0.51898 indri
10008 Q0 chart-8, SorensenDice, TBar, combine: 284 27 0.51898 indri
10008 Q0 chart-8, Tarantula, TBar, combine: 291 28 0.51898 indri
10008 Q0 chart-8, Tarwid, TBar, combine: 298 29 0.51898 indri
10008 Q0 chart-8, Wong1, TBar, combine: 305 30 0.51898 indri
10008 Q0 chart-8, Ample, ACS, combine: 1 31 0.51831 indri
10008 Q0 chart-8, Ample, Nopol, combine: 2 32 0.51831 indri
10008 Q0 chart-8, Ample, SimFix, combine: 3 33 0.51831 indri
10008 Q0 chart-8, Ample, jGenProg, combine: 5 34 0.51831 indri
10008 Q0 chart-8, Ample, jKali, combine: 6 35 0.51831 indri
10008 Q0 chart-8, Ample, jMutRepair, combine: 7 36 0.51831 indri
10008 Q0 chart-8, Anderberg, ACS, combine: 8 37 0.51831 indri
10008 Q0 chart-8, Anderberg, Nopol, combine: 9 38 0.51831 indri
10008 Q0 chart-8, Anderberg, SimFix, combine: 10 39 0.51831 indri
10008 Q0 chart-8, Anderberg, jGenProg, combine: 12 40 0.51831 indri
10008 Q0 chart-8, Anderberg, jKali, combine: 13 41 0.51831 indri
10008 Q0 chart-8, Anderberg, jMutRepair, combine: 14 42 0.51831 indri
10008 Q0 chart-8, ArithmeticMean, ACS, combine: 15 43 0.51831 indri
10008 Q0 chart-8, ArithmeticMean, Nopol, combine: 16 44 0.51831 indri
10008 Q0 chart-8, ArithmeticMean, SimFix, combine: 17 45 0.51831 indri
10008 Q0 chart-8, ArithmeticMean, jGenProg, combine: 19 46 0.51831 indri
10008 Q0 chart-8, ArithmeticMean, jKali, combine: 20 47 0.51831 indri
10008 Q0 chart-8, ArithmeticMean, jMutRepair, combine: 21 48 0.51831 indri
10008 Q0 chart-8, BaroniUrbaniBuser, ACS, combine: 22 49 0.51831 indri
10008 Q0 chart-8, BaroniUrbaniBuser, Nopol, combine: 23 50 0.51831 indri
10008 Q0 chart-8, BaroniUrbaniBuser, SimFix, combine: 24 51 0.51831 indri
10008 Q0 chart-8, BaroniUrbaniBuser, jGenProg, combine: 26 52 0.51831 indri
10008 Q0 chart-8, BaroniUrbaniBuser, jKali, combine: 27 53 0.51831 indri
10008 Q0 chart-8, BaroniUrbaniBuser, jMutRepair, combine: 28 54 0.51831 indri
10008 Q0 chart-8, BraunBanqust, ACS, combine: 29 55 0.51831 indri
10008 Q0 chart-8, BraunBanqust, Nopol, combine: 30 56 0.51831 indri
10008 Q0 chart-8, BraunBanqust, SimFix, combine: 31 57 0.51831 indri
10008 Q0 chart-8, BraunBanqust, jGenProg, combine: 33 58 0.51831 indri
10008 Q0 chart-8, BraunBanqust, jKali, combine: 34 59 0.51831 indri
10008 Q0 chart-8, BraunBanqust, jMutRepair, combine: 35 60 0.51831 indri
10008 Q0 chart-8, Cohen, ACS, combine: 36 61 0.51831 indri
10008 Q0 chart-8, Cohen, Nopol, combine: 37 62 0.51831 indri
10008 Q0 chart-8, Cohen, SimFix, combine: 38 63 0.51831 indri
10008 Q0 chart-8, Cohen, jGenProg, combine: 40 64 0.51831 indri
10008 Q0 chart-8, Cohen, jKali, combine: 41 65 0.51831 indri
10008 Q0 chart-8, Cohen, jMutRepair, combine: 42 66 0.51831 indri
10008 Q0 chart-8, Dennis, ACS, combine: 43 67 0.51831 indri
10008 Q0 chart-8, Dennis, Nopol, combine: 44 68 0.51831 indri
10008 Q0 chart-8, Dennis, SimFix, combine: 45 69 0.51831 indri
10008 Q0 chart-8, Dennis, jGenProg, combine: 47 70 0.51831 indri
10008 Q0 chart-8, Dennis, jKali, combine: 48 71 0.51831 indri
10008 Q0 chart-8, Dennis, jMutRepair, combine: 49 72 0.51831 indri
10008 Q0 chart-8, Dice, ACS, combine: 50 73 0.51831 indri
10008 Q0 chart-8, Dice, Nopol, combine: 51 74 0.51831 indri
10008 Q0 chart-8, Dice, SimFix, combine: 52 75 0.51831 indri
10008 Q0 chart-8, Dice, jGenProg, combine: 54 76 0.51831 indri
10008 Q0 chart-8, Dice, jKali, combine: 55 77 0.51831 indri
10008 Q0 chart-8, Dice, jMutRepair, combine: 56 78 0.51831 indri
10008 Q0 chart-8, Dstar, ACS, combine: 57 79 0.51831 indri
10008 Q0 chart-8, Dstar, Nopol, combine: 58 80 0.51831 indri
10008 Q0 chart-8, Dstar, SimFix, combine: 59 81 0.51831 indri
10008 Q0 chart-8, Dstar, jGenProg, combine: 61 82 0.51831 indri
10008 Q0 chart-8, Dstar, jKali, combine: 62 83 0.51831 indri
10008 Q0 chart-8, Dstar, jMutRepair, combine: 63 84 0.51831 indri
10008 Q0 chart-8, Fleiss, ACS, combine: 71 85 0.51831 indri
10008 Q0 chart-8, Fleiss, Nopol, combine: 72 86 0.51831 indri
10008 Q0 chart-8, Fleiss, SimFix, combine: 73 87 0.51831 indri
10008 Q0 chart-8, Fleiss, jGenProg, combine: 75 88 0.51831 indri
10008 Q0 chart-8, Fleiss, jKali, combine: 76 89 0.51831 indri
10008 Q0 chart-8, Fleiss, jMutRepair, combine: 77 90 0.51831 indri
10008 Q0 chart-8, Goodman, ACS, combine: 85 91 0.51831 indri
10008 Q0 chart-8, Goodman, Nopol, combine: 86 92 0.51831 indri
