0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Ample, ACS, combine: 1
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Hamann, TBar, combine: 64
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Hamming, ACS, combine: 65
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Hamming, Nopol, combine: 66
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Hamming, SimFix, combine: 67
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Hamming, TBar, combine: 68
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, HarmonicMean, ACS, combine: 69
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, HarmonicMean, Nopol, combine: 70
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, HarmonicMean, SimFix, combine: 71
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, HarmonicMean, TBar, combine: 72
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Jaccard, ACS, combine: 73
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Jaccard, Nopol, combine: 74
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Jaccard, SimFix, combine: 75
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Jaccard, TBar, combine: 76
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Kulczynski1, ACS, combine: 77
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Kulczynski1, Nopol, combine: 78
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Kulczynski1, SimFix, combine: 79
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Kulczynski1, TBar, combine: 80
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Kulczynskil2, ACS, combine: 81
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Kulczynskil2, Nopol, combine: 82
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Kulczynskil2, SimFix, combine: 83
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Kulczynskil2, TBar, combine: 84
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, M1, ACS, combine: 85
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, M1, Nopol, combine: 86
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, M1, SimFix, combine: 87
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, M1, TBar, combine: 88
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, M2, ACS, combine: 89
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, M2, Nopol, combine: 90
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, M2, SimFix, combine: 91
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, M2, TBar, combine: 92
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Michael, ACS, combine: 93
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Michael, Nopol, combine: 94
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Michael, SimFix, combine: 95
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Michael, TBar, combine: 96
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Mountford, ACS, combine: 97
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Mountford, Nopol, combine: 98
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Mountford, SimFix, combine: 99
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Mountford, TBar, combine: 100
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Ochiai, ACS, combine: 101
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Ochiai, Nopol, combine: 102
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Ochiai, SimFix, combine: 103
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Ochiai, TBar, combine: 104
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Ochiai2, ACS, combine: 105
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Ochiai2, Nopol, combine: 106
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Ochiai2, SimFix, combine: 107
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Ochiai2, TBar, combine: 108
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Optimal, ACS, combine: 109
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Optimal, Nopol, combine: 110
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Optimal, SimFix, combine: 111
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Optimal, TBar, combine: 112
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, OptimalP, ACS, combine: 113
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, OptimalP, Nopol, combine: 114
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, OptimalP, SimFix, combine: 115
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, OptimalP, TBar, combine: 116
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Overlap, ACS, combine: 117
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Overlap, Nopol, combine: 118
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Overlap, SimFix, combine: 119
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Overlap, TBar, combine: 120
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Phi, ACS, combine: 121
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Phi, Nopol, combine: 122
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Phi, SimFix, combine: 123
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Phi, TBar, combine: 124
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Pierce, ACS, combine: 125
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Pierce, Nopol, combine: 126
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Pierce, SimFix, combine: 127
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Pierce, TBar, combine: 128
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, RogersTanimoto, ACS, combine: 129
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, RogersTanimoto, Nopol, combine: 130
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, RogersTanimoto, SimFix, combine: 131
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, RogersTanimoto, TBar, combine: 132
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Rogot1, ACS, combine: 133
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Rogot1, Nopol, combine: 134
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Rogot1, SimFix, combine: 135
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Rogot1, TBar, combine: 136
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Rogot2, ACS, combine: 137
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Rogot2, Nopol, combine: 138
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Rogot2, SimFix, combine: 139
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Rogot2, TBar, combine: 140
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, RussellRao, ACS, combine: 141
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, RussellRao, Nopol, combine: 142
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, RussellRao, SimFix, combine: 143
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, RussellRao, TBar, combine: 144
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, SBI, ACS, combine: 145
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, SBI, Nopol, combine: 146
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, SBI, SimFix, combine: 147
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, SBI, TBar, combine: 148
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Scott, ACS, combine: 149
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Scott, Nopol, combine: 150
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Scott, SimFix, combine: 151
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Scott, TBar, combine: 152
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, SimpleMatching, ACS, combine: 153
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, SimpleMatching, Nopol, combine: 154
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, SimpleMatching, SimFix, combine: 155
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, SimpleMatching, TBar, combine: 156
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Sokal, ACS, combine: 157
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Sokal, Nopol, combine: 158
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Sokal, SimFix, combine: 159
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Sokal, TBar, combine: 160
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, SorensenDice, ACS, combine: 161
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, SorensenDice, Nopol, combine: 162
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, SorensenDice, SimFix, combine: 163
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, SorensenDice, TBar, combine: 164
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Tarantula, ACS, combine: 165
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Tarantula, Nopol, combine: 166
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Tarantula, SimFix, combine: 167
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Tarantula, TBar, combine: 168
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Tarwid, ACS, combine: 169
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Tarwid, Nopol, combine: 170
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Tarwid, SimFix, combine: 171
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Tarwid, TBar, combine: 172
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Wong1, ACS, combine: 173
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Wong1, Nopol, combine: 174
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Wong1, SimFix, combine: 175
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Wong1, TBar, combine: 176
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Wong2, ACS, combine: 177
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Wong2, Nopol, combine: 178
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Wong2, SimFix, combine: 179
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Wong2, TBar, combine: 180
1 qid:10004 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-4, Wong3, ACS, combine: 181
3 qid:10004 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-4, Wong3, Nopol, combine: 182
1 qid:10004 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-4, Wong3, SimFix, combine: 183
3 qid:10004 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-4, Wong3, TBar, combine: 184
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Zoltar, ACS, combine: 185
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Zoltar, Nopol, combine: 186
0 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-4, Zoltar, SimFix, combine: 187
2 qid:10004 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-4, Zoltar, TBar, combine: 188
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Ample, ACS, combine: 1
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Ample, Nopol, combine: 2
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Ample, SimFix, combine: 3
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Ample, TBar, combine: 4
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Anderberg, ACS, combine: 5
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Anderberg, Nopol, combine: 6
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Anderberg, SimFix, combine: 7
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Anderberg, TBar, combine: 8
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, ArithmeticMean, ACS, combine: 9
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, ArithmeticMean, Nopol, combine: 10
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, ArithmeticMean, SimFix, combine: 11
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, ArithmeticMean, TBar, combine: 12
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, BaroniUrbaniBuser, ACS, combine: 13
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, BaroniUrbaniBuser, Nopol, combine: 14
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, BaroniUrbaniBuser, SimFix, combine: 15
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, BaroniUrbaniBuser, TBar, combine: 16
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, BraunBanqust, ACS, combine: 17
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, BraunBanqust, Nopol, combine: 18
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, BraunBanqust, SimFix, combine: 19
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, BraunBanqust, TBar, combine: 20
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Cohen, ACS, combine: 21
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Cohen, Nopol, combine: 22
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Cohen, SimFix, combine: 23
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Cohen, TBar, combine: 24
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Dennis, ACS, combine: 25
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Dennis, Nopol, combine: 26
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Dennis, SimFix, combine: 27
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Dennis, TBar, combine: 28
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Dice, ACS, combine: 29
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Dice, Nopol, combine: 30
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Dice, SimFix, combine: 31
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Dice, TBar, combine: 32
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Dstar, ACS, combine: 33
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Dstar, Nopol, combine: 34
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Dstar, SimFix, combine: 35
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Dstar, TBar, combine: 36
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Euclid, ACS, combine: 37
2 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-5, Euclid, Nopol, combine: 38
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Euclid, SimFix, combine: 39
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Euclid, TBar, combine: 40
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Fleiss, ACS, combine: 41
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Fleiss, Nopol, combine: 42
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Fleiss, SimFix, combine: 43
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Fleiss, TBar, combine: 44
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Fossum, ACS, combine: 45
2 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-5, Fossum, Nopol, combine: 46
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Fossum, SimFix, combine: 47
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Fossum, TBar, combine: 48
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Goodman, ACS, combine: 49
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Goodman, Nopol, combine: 50
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Goodman, SimFix, combine: 51
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Goodman, TBar, combine: 52
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Gower, ACS, combine: 53
2 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-5, Gower, Nopol, combine: 54
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Gower, SimFix, combine: 55
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Gower, TBar, combine: 56
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, GP13, ACS, combine: 57
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, GP13, Nopol, combine: 58
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, GP13, SimFix, combine: 59
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, GP13, TBar, combine: 60
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Hamann, ACS, combine: 61
2 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-5, Hamann, Nopol, combine: 62
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Hamann, SimFix, combine: 63
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Hamann, TBar, combine: 64
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Hamming, ACS, combine: 65
2 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-5, Hamming, Nopol, combine: 66
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Hamming, SimFix, combine: 67
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Hamming, TBar, combine: 68
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, HarmonicMean, ACS, combine: 69
2 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-5, HarmonicMean, Nopol, combine: 70
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, HarmonicMean, SimFix, combine: 71
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, HarmonicMean, TBar, combine: 72
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Jaccard, ACS, combine: 73
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Jaccard, Nopol, combine: 74
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Jaccard, SimFix, combine: 75
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Jaccard, TBar, combine: 76
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Kulczynski1, ACS, combine: 77
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Kulczynski1, Nopol, combine: 78
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Kulczynski1, SimFix, combine: 79
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Kulczynski1, TBar, combine: 80
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Kulczynskil2, ACS, combine: 81
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Kulczynskil2, Nopol, combine: 82
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Kulczynskil2, SimFix, combine: 83
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Kulczynskil2, TBar, combine: 84
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, M1, ACS, combine: 85
2 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-5, M1, Nopol, combine: 86
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, M1, SimFix, combine: 87
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, M1, TBar, combine: 88
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, M2, ACS, combine: 89
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, M2, Nopol, combine: 90
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, M2, SimFix, combine: 91
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, M2, TBar, combine: 92
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Michael, ACS, combine: 93
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Michael, Nopol, combine: 94
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Michael, SimFix, combine: 95
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Michael, TBar, combine: 96
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Mountford, ACS, combine: 97
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Mountford, Nopol, combine: 98
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Mountford, SimFix, combine: 99
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Mountford, TBar, combine: 100
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Ochiai, ACS, combine: 101
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Ochiai, Nopol, combine: 102
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Ochiai, SimFix, combine: 103
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Ochiai, TBar, combine: 104
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Ochiai2, ACS, combine: 105
2 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-5, Ochiai2, Nopol, combine: 106
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Ochiai2, SimFix, combine: 107
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Ochiai2, TBar, combine: 108
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Optimal, ACS, combine: 109
2 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-5, Optimal, Nopol, combine: 110
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Optimal, SimFix, combine: 111
0 qid:10005 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-5, Optimal, TBar, combine: 112
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, OptimalP, ACS, combine: 113
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, OptimalP, Nopol, combine: 114
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, OptimalP, SimFix, combine: 115
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, OptimalP, TBar, combine: 116
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Overlap, ACS, combine: 117
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Overlap, Nopol, combine: 118
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Overlap, SimFix, combine: 119
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Overlap, TBar, combine: 120
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Phi, ACS, combine: 121
3 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-5, Phi, Nopol, combine: 122
1 qid:10005 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-5, Phi, SimFix, combine: 123
