0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Ample, ACS, combine: 1
0 qid:10008 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-8, Zoltar, jGenProg, combine: 327
0 qid:10008 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-8, Zoltar, jKali, combine: 328
1 qid:10008 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-8, Zoltar, jMutRepair, combine: 329
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Ample, ACS, combine: 1
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Ample, Nopol, combine: 2
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Ample, SimFix, combine: 3
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Ample, TBar, combine: 4
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Ample, jGenProg, combine: 5
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Ample, jKali, combine: 6
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Ample, jMutRepair, combine: 7
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Anderberg, ACS, combine: 8
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Anderberg, Nopol, combine: 9
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Anderberg, SimFix, combine: 10
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Anderberg, TBar, combine: 11
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Anderberg, jGenProg, combine: 12
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Anderberg, jKali, combine: 13
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Anderberg, jMutRepair, combine: 14
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, ArithmeticMean, ACS, combine: 15
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, ArithmeticMean, Nopol, combine: 16
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, ArithmeticMean, SimFix, combine: 17
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, ArithmeticMean, TBar, combine: 18
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, ArithmeticMean, jGenProg, combine: 19
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, ArithmeticMean, jKali, combine: 20
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, ArithmeticMean, jMutRepair, combine: 21
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, BaroniUrbaniBuser, ACS, combine: 22
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, BaroniUrbaniBuser, Nopol, combine: 23
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, BaroniUrbaniBuser, SimFix, combine: 24
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, BaroniUrbaniBuser, TBar, combine: 25
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, BaroniUrbaniBuser, jGenProg, combine: 26
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, BaroniUrbaniBuser, jKali, combine: 27
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, BaroniUrbaniBuser, jMutRepair, combine: 28
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, BraunBanqust, ACS, combine: 29
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, BraunBanqust, Nopol, combine: 30
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, BraunBanqust, SimFix, combine: 31
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, BraunBanqust, TBar, combine: 32
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, BraunBanqust, jGenProg, combine: 33
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, BraunBanqust, jKali, combine: 34
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, BraunBanqust, jMutRepair, combine: 35
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Cohen, ACS, combine: 36
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Cohen, Nopol, combine: 37
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Cohen, SimFix, combine: 38
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Cohen, TBar, combine: 39
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Cohen, jGenProg, combine: 40
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Cohen, jKali, combine: 41
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Cohen, jMutRepair, combine: 42
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dennis, ACS, combine: 43
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Dennis, Nopol, combine: 44
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dennis, SimFix, combine: 45
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Dennis, TBar, combine: 46
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dennis, jGenProg, combine: 47
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dennis, jKali, combine: 48
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dennis, jMutRepair, combine: 49
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dice, ACS, combine: 50
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Dice, Nopol, combine: 51
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dice, SimFix, combine: 52
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Dice, TBar, combine: 53
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dice, jGenProg, combine: 54
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dice, jKali, combine: 55
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dice, jMutRepair, combine: 56
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dstar, ACS, combine: 57
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Dstar, Nopol, combine: 58
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dstar, SimFix, combine: 59
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Dstar, TBar, combine: 60
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dstar, jGenProg, combine: 61
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dstar, jKali, combine: 62
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Dstar, jMutRepair, combine: 63
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Euclid, ACS, combine: 64
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Euclid, Nopol, combine: 65
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Euclid, SimFix, combine: 66
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Euclid, TBar, combine: 67
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Euclid, jGenProg, combine: 68
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Euclid, jKali, combine: 69
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Euclid, jMutRepair, combine: 70
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Fleiss, ACS, combine: 71
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Fleiss, Nopol, combine: 72
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Fleiss, SimFix, combine: 73
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Fleiss, TBar, combine: 74
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Fleiss, jGenProg, combine: 75
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Fleiss, jKali, combine: 76
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Fleiss, jMutRepair, combine: 77
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Fossum, ACS, combine: 78
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Fossum, Nopol, combine: 79
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Fossum, SimFix, combine: 80
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Fossum, TBar, combine: 81
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Fossum, jGenProg, combine: 82
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Fossum, jKali, combine: 83
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Fossum, jMutRepair, combine: 84
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Goodman, ACS, combine: 85
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Goodman, Nopol, combine: 86
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Goodman, SimFix, combine: 87
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Goodman, TBar, combine: 88
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Goodman, jGenProg, combine: 89
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Goodman, jKali, combine: 90
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Goodman, jMutRepair, combine: 91
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Gower, ACS, combine: 92
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Gower, Nopol, combine: 93
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Gower, SimFix, combine: 94
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Gower, TBar, combine: 95
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Gower, jGenProg, combine: 96
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Gower, jKali, combine: 97
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Gower, jMutRepair, combine: 98
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, GP13, ACS, combine: 99
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, GP13, Nopol, combine: 100
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, GP13, SimFix, combine: 101
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, GP13, TBar, combine: 102
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, GP13, jGenProg, combine: 103
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, GP13, jKali, combine: 104
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, GP13, jMutRepair, combine: 105
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Hamann, ACS, combine: 106
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Hamann, Nopol, combine: 107
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Hamann, SimFix, combine: 108
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Hamann, TBar, combine: 109
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Hamann, jGenProg, combine: 110
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Hamann, jKali, combine: 111
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Hamann, jMutRepair, combine: 112
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Hamming, ACS, combine: 113
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Hamming, Nopol, combine: 114
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Hamming, SimFix, combine: 115
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Hamming, TBar, combine: 116
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Hamming, jGenProg, combine: 117
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Hamming, jKali, combine: 118
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Hamming, jMutRepair, combine: 119
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, HarmonicMean, ACS, combine: 120
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, HarmonicMean, Nopol, combine: 121
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, HarmonicMean, SimFix, combine: 122
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, HarmonicMean, TBar, combine: 123
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, HarmonicMean, jGenProg, combine: 124
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, HarmonicMean, jKali, combine: 125
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, HarmonicMean, jMutRepair, combine: 126
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Jaccard, ACS, combine: 127
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Jaccard, Nopol, combine: 128
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Jaccard, SimFix, combine: 129
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Jaccard, TBar, combine: 130
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Jaccard, jGenProg, combine: 131
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Jaccard, jKali, combine: 132
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Jaccard, jMutRepair, combine: 133
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Kulczynski1, ACS, combine: 134
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Kulczynski1, Nopol, combine: 135
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Kulczynski1, SimFix, combine: 136
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Kulczynski1, TBar, combine: 137
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Kulczynski1, jGenProg, combine: 138
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Kulczynski1, jKali, combine: 139
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Kulczynski1, jMutRepair, combine: 140
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Kulczynskil2, ACS, combine: 141
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Kulczynskil2, Nopol, combine: 142
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Kulczynskil2, SimFix, combine: 143
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Kulczynskil2, TBar, combine: 144
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Kulczynskil2, jGenProg, combine: 145
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Kulczynskil2, jKali, combine: 146
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Kulczynskil2, jMutRepair, combine: 147
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, M1, ACS, combine: 148
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, M1, Nopol, combine: 149
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, M1, SimFix, combine: 150
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, M1, TBar, combine: 151
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, M1, jGenProg, combine: 152
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, M1, jKali, combine: 153
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, M1, jMutRepair, combine: 154
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, M2, ACS, combine: 155
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, M2, Nopol, combine: 156
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, M2, SimFix, combine: 157
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, M2, TBar, combine: 158
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, M2, jGenProg, combine: 159
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, M2, jKali, combine: 160
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, M2, jMutRepair, combine: 161
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Michael, ACS, combine: 162
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Michael, Nopol, combine: 163
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Michael, SimFix, combine: 164
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Michael, TBar, combine: 165
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Michael, jGenProg, combine: 166
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Michael, jKali, combine: 167
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Michael, jMutRepair, combine: 168
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Mountford, ACS, combine: 169
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Mountford, Nopol, combine: 170
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Mountford, SimFix, combine: 171
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Mountford, TBar, combine: 172
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Mountford, jGenProg, combine: 173
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Mountford, jKali, combine: 174
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Mountford, jMutRepair, combine: 175
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Ochiai, ACS, combine: 176
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Ochiai, Nopol, combine: 177
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Ochiai, SimFix, combine: 178
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Ochiai, TBar, combine: 179
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Ochiai, jGenProg, combine: 180
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Ochiai, jKali, combine: 181
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Ochiai, jMutRepair, combine: 182
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Ochiai2, ACS, combine: 183
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Ochiai2, Nopol, combine: 184
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Ochiai2, SimFix, combine: 185
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Ochiai2, TBar, combine: 186
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Ochiai2, jGenProg, combine: 187
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Ochiai2, jKali, combine: 188
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Ochiai2, jMutRepair, combine: 189
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Optimal, ACS, combine: 190
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Optimal, Nopol, combine: 191
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Optimal, SimFix, combine: 192
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Optimal, TBar, combine: 193
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Optimal, jGenProg, combine: 194
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Optimal, jKali, combine: 195
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Optimal, jMutRepair, combine: 196
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, OptimalP, ACS, combine: 197
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, OptimalP, Nopol, combine: 198
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, OptimalP, SimFix, combine: 199
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, OptimalP, TBar, combine: 200
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, OptimalP, jGenProg, combine: 201
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, OptimalP, jKali, combine: 202
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, OptimalP, jMutRepair, combine: 203
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Overlap, ACS, combine: 204
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Overlap, Nopol, combine: 205
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Overlap, SimFix, combine: 206
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Overlap, TBar, combine: 207
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Overlap, jGenProg, combine: 208
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Overlap, jKali, combine: 209
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Overlap, jMutRepair, combine: 210
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Phi, ACS, combine: 211
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Phi, Nopol, combine: 212
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Phi, SimFix, combine: 213
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Phi, TBar, combine: 214
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Phi, jGenProg, combine: 215
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Phi, jKali, combine: 216
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Phi, jMutRepair, combine: 217
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Pierce, ACS, combine: 218
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Pierce, Nopol, combine: 219
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Pierce, SimFix, combine: 220
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, Pierce, TBar, combine: 221
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Pierce, jGenProg, combine: 222
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Pierce, jKali, combine: 223
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, Pierce, jMutRepair, combine: 224
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, RogersTanimoto, ACS, combine: 225
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, RogersTanimoto, Nopol, combine: 226
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, RogersTanimoto, SimFix, combine: 227
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-9, RogersTanimoto, TBar, combine: 228
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, RogersTanimoto, jGenProg, combine: 229
0 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, RogersTanimoto, jKali, combine: 230
1 qid:10009 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-9, RogersTanimoto, jMutRepair, combine: 231
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Rogot1, ACS, combine: 232
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Rogot1, Nopol, combine: 233
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Rogot1, SimFix, combine: 234
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Rogot1, TBar, combine: 235
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Rogot1, jGenProg, combine: 236
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Rogot1, jKali, combine: 237
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Rogot1, jMutRepair, combine: 238
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Rogot2, ACS, combine: 239
1 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Rogot2, Nopol, combine: 240
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-9, Rogot2, SimFix, combine: 241
0 qid:10009 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-9, Rogot2, TBar, combine: 242
