0 qid:20001 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-1, Ample, ACS, combine: 1
0 qid:20026 1:0 2:0.8 3:0.8 4:0.8 5:0.999922 6:0.0 #closure-26, Sokal, TBar, combine: 160
0 qid:20026 1:0 2:0.8 3:0.8 4:0.8 5:0.947917 6:0.0 #closure-26, SorensenDice, ACS, combine: 161
0 qid:20026 1:0 2:0.8 3:0.8 4:0.8 5:0.947917 6:0.0 #closure-26, SorensenDice, Nopol, combine: 162
0 qid:20026 1:0 2:0.8 3:0.8 4:0.8 5:0.947917 6:0.0 #closure-26, SorensenDice, SimFix, combine: 163
0 qid:20026 1:0 2:0.8 3:0.8 4:0.8 5:0.947917 6:0.0 #closure-26, SorensenDice, TBar, combine: 164
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Tarantula, ACS, combine: 165
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Tarantula, Nopol, combine: 166
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Tarantula, SimFix, combine: 167
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Tarantula, TBar, combine: 168
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Tarwid, ACS, combine: 169
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Tarwid, Nopol, combine: 170
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Tarwid, SimFix, combine: 171
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Tarwid, TBar, combine: 172
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Wong1, ACS, combine: 173
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Wong1, Nopol, combine: 174
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Wong1, SimFix, combine: 175
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Wong1, TBar, combine: 176
0 qid:20026 1:0 2:0.8 3:0.8 4:0.8 5:0.999845 6:0.0 #closure-26, Wong2, ACS, combine: 177
0 qid:20026 1:0 2:0.8 3:0.8 4:0.8 5:0.999845 6:0.0 #closure-26, Wong2, Nopol, combine: 178
0 qid:20026 1:0 2:0.8 3:0.8 4:0.8 5:0.999845 6:0.0 #closure-26, Wong2, SimFix, combine: 179
0 qid:20026 1:0 2:0.8 3:0.8 4:0.8 5:0.999845 6:0.0 #closure-26, Wong2, TBar, combine: 180
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Wong3, ACS, combine: 181
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Wong3, Nopol, combine: 182
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Wong3, SimFix, combine: 183
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Wong3, TBar, combine: 184
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Zoltar, ACS, combine: 185
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Zoltar, Nopol, combine: 186
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Zoltar, SimFix, combine: 187
0 qid:20026 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-26, Zoltar, TBar, combine: 188
0 qid:20027 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-27, Ample, ACS, combine: 1
0 qid:20027 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-27, Ample, Nopol, combine: 2
0 qid:20027 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-27, Ample, SimFix, combine: 3
0 qid:20027 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-27, Ample, TBar, combine: 4
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Anderberg, ACS, combine: 5
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Anderberg, Nopol, combine: 6
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Anderberg, SimFix, combine: 7
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Anderberg, TBar, combine: 8
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, ArithmeticMean, ACS, combine: 9
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, ArithmeticMean, Nopol, combine: 10
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, ArithmeticMean, SimFix, combine: 11
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, ArithmeticMean, TBar, combine: 12
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, BaroniUrbaniBuser, ACS, combine: 13
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, BaroniUrbaniBuser, Nopol, combine: 14
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, BaroniUrbaniBuser, SimFix, combine: 15
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, BaroniUrbaniBuser, TBar, combine: 16
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, BraunBanqust, ACS, combine: 17
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, BraunBanqust, Nopol, combine: 18
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, BraunBanqust, SimFix, combine: 19
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, BraunBanqust, TBar, combine: 20
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Cohen, ACS, combine: 21
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Cohen, Nopol, combine: 22
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Cohen, SimFix, combine: 23
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Cohen, TBar, combine: 24
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dennis, ACS, combine: 25
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dennis, Nopol, combine: 26
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dennis, SimFix, combine: 27
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dennis, TBar, combine: 28
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dice, ACS, combine: 29
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dice, Nopol, combine: 30
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dice, SimFix, combine: 31
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dice, TBar, combine: 32
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dstar, ACS, combine: 33
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dstar, Nopol, combine: 34
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dstar, SimFix, combine: 35
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Dstar, TBar, combine: 36
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Euclid, ACS, combine: 37
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Euclid, Nopol, combine: 38
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Euclid, SimFix, combine: 39
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Euclid, TBar, combine: 40
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Fleiss, ACS, combine: 41
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Fleiss, Nopol, combine: 42
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Fleiss, SimFix, combine: 43
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Fleiss, TBar, combine: 44
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Fossum, ACS, combine: 45
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Fossum, Nopol, combine: 46
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Fossum, SimFix, combine: 47
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Fossum, TBar, combine: 48
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Goodman, ACS, combine: 49
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Goodman, Nopol, combine: 50
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Goodman, SimFix, combine: 51
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Goodman, TBar, combine: 52
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Gower, ACS, combine: 53
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Gower, Nopol, combine: 54
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Gower, SimFix, combine: 55
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Gower, TBar, combine: 56
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, GP13, ACS, combine: 57
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, GP13, Nopol, combine: 58
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, GP13, SimFix, combine: 59
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, GP13, TBar, combine: 60
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Hamann, ACS, combine: 61
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Hamann, Nopol, combine: 62
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Hamann, SimFix, combine: 63
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Hamann, TBar, combine: 64
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Hamming, ACS, combine: 65
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Hamming, Nopol, combine: 66
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Hamming, SimFix, combine: 67
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Hamming, TBar, combine: 68
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.80404 6:0.0 #closure-27, HarmonicMean, ACS, combine: 69
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.80404 6:0.0 #closure-27, HarmonicMean, Nopol, combine: 70
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.80404 6:0.0 #closure-27, HarmonicMean, SimFix, combine: 71
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.80404 6:0.0 #closure-27, HarmonicMean, TBar, combine: 72
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Jaccard, ACS, combine: 73
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Jaccard, Nopol, combine: 74
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Jaccard, SimFix, combine: 75
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Jaccard, TBar, combine: 76
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Kulczynski1, ACS, combine: 77
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Kulczynski1, Nopol, combine: 78
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Kulczynski1, SimFix, combine: 79
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Kulczynski1, TBar, combine: 80
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Kulczynskil2, ACS, combine: 81
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Kulczynskil2, Nopol, combine: 82
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Kulczynskil2, SimFix, combine: 83
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Kulczynskil2, TBar, combine: 84
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, M1, ACS, combine: 85
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, M1, Nopol, combine: 86
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, M1, SimFix, combine: 87
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, M1, TBar, combine: 88
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, M2, ACS, combine: 89
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, M2, Nopol, combine: 90
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, M2, SimFix, combine: 91
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, M2, TBar, combine: 92
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.928504 6:0.0 #closure-27, Michael, ACS, combine: 93
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.928504 6:0.0 #closure-27, Michael, Nopol, combine: 94
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.928504 6:0.0 #closure-27, Michael, SimFix, combine: 95
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.928504 6:0.0 #closure-27, Michael, TBar, combine: 96
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Mountford, ACS, combine: 97
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Mountford, Nopol, combine: 98
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Mountford, SimFix, combine: 99
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Mountford, TBar, combine: 100
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Ochiai, ACS, combine: 101
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Ochiai, Nopol, combine: 102
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Ochiai, SimFix, combine: 103
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Ochiai, TBar, combine: 104
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Ochiai2, ACS, combine: 105
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Ochiai2, Nopol, combine: 106
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Ochiai2, SimFix, combine: 107
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Ochiai2, TBar, combine: 108
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Optimal, ACS, combine: 109
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Optimal, Nopol, combine: 110
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Optimal, SimFix, combine: 111
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Optimal, TBar, combine: 112
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.877951 6:0.0 #closure-27, OptimalP, ACS, combine: 113
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.877951 6:0.0 #closure-27, OptimalP, Nopol, combine: 114
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.877951 6:0.0 #closure-27, OptimalP, SimFix, combine: 115
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.877951 6:0.0 #closure-27, OptimalP, TBar, combine: 116
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Overlap, ACS, combine: 117
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Overlap, Nopol, combine: 118
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Overlap, SimFix, combine: 119
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Overlap, TBar, combine: 120
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Phi, ACS, combine: 121
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Phi, Nopol, combine: 122
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Phi, SimFix, combine: 123
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Phi, TBar, combine: 124
0 qid:20027 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-27, Pierce, ACS, combine: 125
0 qid:20027 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-27, Pierce, Nopol, combine: 126
0 qid:20027 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-27, Pierce, SimFix, combine: 127
0 qid:20027 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-27, Pierce, TBar, combine: 128
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, RogersTanimoto, ACS, combine: 129
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, RogersTanimoto, Nopol, combine: 130
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, RogersTanimoto, SimFix, combine: 131
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, RogersTanimoto, TBar, combine: 132
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Rogot1, ACS, combine: 133
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Rogot1, Nopol, combine: 134
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Rogot1, SimFix, combine: 135
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Rogot1, TBar, combine: 136
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Rogot2, ACS, combine: 137
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Rogot2, Nopol, combine: 138
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Rogot2, SimFix, combine: 139
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Rogot2, TBar, combine: 140
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.666667 6:0.0 #closure-27, RussellRao, ACS, combine: 141
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.666667 6:0.0 #closure-27, RussellRao, Nopol, combine: 142
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.666667 6:0.0 #closure-27, RussellRao, SimFix, combine: 143
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.666667 6:0.0 #closure-27, RussellRao, TBar, combine: 144
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SBI, ACS, combine: 145
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SBI, Nopol, combine: 146
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SBI, SimFix, combine: 147
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SBI, TBar, combine: 148
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Scott, ACS, combine: 149
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Scott, Nopol, combine: 150
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Scott, SimFix, combine: 151
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Scott, TBar, combine: 152
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SimpleMatching, ACS, combine: 153
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SimpleMatching, Nopol, combine: 154
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SimpleMatching, SimFix, combine: 155
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SimpleMatching, TBar, combine: 156
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Sokal, ACS, combine: 157
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Sokal, Nopol, combine: 158
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Sokal, SimFix, combine: 159
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Sokal, TBar, combine: 160
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SorensenDice, ACS, combine: 161
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SorensenDice, Nopol, combine: 162
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SorensenDice, SimFix, combine: 163
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, SorensenDice, TBar, combine: 164
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Tarantula, ACS, combine: 165
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Tarantula, Nopol, combine: 166
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Tarantula, SimFix, combine: 167
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Tarantula, TBar, combine: 168
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Tarwid, ACS, combine: 169
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Tarwid, Nopol, combine: 170
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Tarwid, SimFix, combine: 171
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Tarwid, TBar, combine: 172
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.666667 6:0.0 #closure-27, Wong1, ACS, combine: 173
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.666667 6:0.0 #closure-27, Wong1, Nopol, combine: 174
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.666667 6:0.0 #closure-27, Wong1, SimFix, combine: 175
0 qid:20027 1:0 2:0.0 3:0.0 4:0.4 5:0.666667 6:0.0 #closure-27, Wong1, TBar, combine: 176
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Wong2, ACS, combine: 177
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Wong2, Nopol, combine: 178
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Wong2, SimFix, combine: 179
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Wong2, TBar, combine: 180
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Wong3, ACS, combine: 181
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Wong3, Nopol, combine: 182
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Wong3, SimFix, combine: 183
0 qid:20027 1:1 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 #closure-27, Wong3, TBar, combine: 184
0 qid:20027 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-27, Zoltar, ACS, combine: 185
0 qid:20027 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-27, Zoltar, Nopol, combine: 186
0 qid:20027 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-27, Zoltar, SimFix, combine: 187
