Top: 1, Stetemnet: 60, Suspicious_Value: 1
Top: 40, Stetemnet: 316, Suspicious_Value: 0
Top: 40, Stetemnet: 317, Suspicious_Value: 0
Top: 40, Stetemnet: 318, Suspicious_Value: 0
Top: 40, Stetemnet: 319, Suspicious_Value: 0
Top: 40, Stetemnet: 320, Suspicious_Value: 0
Top: 40, Stetemnet: 321, Suspicious_Value: 0
Top: 40, Stetemnet: 322, Suspicious_Value: 0
Top: 40, Stetemnet: 323, Suspicious_Value: 0
Top: 40, Stetemnet: 324, Suspicious_Value: 0
Top: 40, Stetemnet: 325, Suspicious_Value: 0
Top: 40, Stetemnet: 326, Suspicious_Value: 0
Top: 40, Stetemnet: 327, Suspicious_Value: 0
Top: 40, Stetemnet: 328, Suspicious_Value: 0
Top: 40, Stetemnet: 329, Suspicious_Value: 0
Top: 40, Stetemnet: 330, Suspicious_Value: 0
Top: 40, Stetemnet: 331, Suspicious_Value: 0
Top: 40, Stetemnet: 332, Suspicious_Value: 0
Top: 40, Stetemnet: 333, Suspicious_Value: 0
Top: 40, Stetemnet: 334, Suspicious_Value: 0
Top: 40, Stetemnet: 335, Suspicious_Value: 0
Top: 40, Stetemnet: 336, Suspicious_Value: 0
Top: 40, Stetemnet: 337, Suspicious_Value: 0
Top: 40, Stetemnet: 338, Suspicious_Value: 0
Top: 40, Stetemnet: 341, Suspicious_Value: 0
Top: 40, Stetemnet: 355, Suspicious_Value: 0
Top: 40, Stetemnet: 359, Suspicious_Value: 0
Top: 40, Stetemnet: 363, Suspicious_Value: 0
Top: 40, Stetemnet: 367, Suspicious_Value: 0
Top: 40, Stetemnet: 371, Suspicious_Value: 0
Top: 40, Stetemnet: 375, Suspicious_Value: 0
Top: 40, Stetemnet: 379, Suspicious_Value: 0
Top: 40, Stetemnet: 383, Suspicious_Value: 0
Top: 40, Stetemnet: 403, Suspicious_Value: 0
Top: 40, Stetemnet: 407, Suspicious_Value: 0
Top: 40, Stetemnet: 412, Suspicious_Value: 0
Top: 40, Stetemnet: 414, Suspicious_Value: 0
Top: 40, Stetemnet: 416, Suspicious_Value: 0
Top: 40, Stetemnet: 419, Suspicious_Value: 0
Top: 40, Stetemnet: 438, Suspicious_Value: 0
Top: 40, Stetemnet: 442, Suspicious_Value: 0
Top: 40, Stetemnet: 447, Suspicious_Value: 0
Top: 40, Stetemnet: 450, Suspicious_Value: 0
Top: 40, Stetemnet: 454, Suspicious_Value: 0
Top: 40, Stetemnet: 456, Suspicious_Value: 0
Top: 40, Stetemnet: 460, Suspicious_Value: 0
Top: 40, Stetemnet: 462, Suspicious_Value: 0
Top: 40, Stetemnet: 464, Suspicious_Value: 0
Top: 40, Stetemnet: 466, Suspicious_Value: 0
Top: 40, Stetemnet: 468, Suspicious_Value: 0
Top: 40, Stetemnet: 471, Suspicious_Value: 0
Top: 40, Stetemnet: 472, Suspicious_Value: 0
Top: 40, Stetemnet: 473, Suspicious_Value: 0
Top: 40, Stetemnet: 474, Suspicious_Value: 0
Top: 40, Stetemnet: 475, Suspicious_Value: 0
Top: 40, Stetemnet: 476, Suspicious_Value: 0
Top: 40, Stetemnet: 477, Suspicious_Value: 0
Top: 40, Stetemnet: 478, Suspicious_Value: 0
Top: 40, Stetemnet: 486, Suspicious_Value: 0
Top: 40, Stetemnet: 487, Suspicious_Value: 0
Top: 40, Stetemnet: 492, Suspicious_Value: 0
Top: 40, Stetemnet: 495, Suspicious_Value: 0
Top: 40, Stetemnet: 503, Suspicious_Value: 0
Top: 40, Stetemnet: 505, Suspicious_Value: 0
Top: 40, Stetemnet: 507, Suspicious_Value: 0
Top: 40, Stetemnet: 512, Suspicious_Value: 0
Top: 40, Stetemnet: 517, Suspicious_Value: 0
