0 qid:50001 1:0 2:1 3:1 4:1 5:0.0 #lang-1, DStar, ACS, combine: 1
0 qid:50017 1:0 2:0 3:0 4:0 5:0.0 #lang-17, Tarantula, ACS, combine: 13
0 qid:50017 1:0 2:0 3:0 4:0 5:0.0 #lang-17, Tarantula, Nopol, combine: 14
0 qid:50017 1:0 2:0 3:0 4:0 5:0.0 #lang-17, Tarantula, SimFix, combine: 15
0 qid:50017 1:0 2:0 3:0 4:0 5:0.0 #lang-17, Tarantula, TBar, combine: 16
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, DStar, ACS, combine: 1
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, DStar, Nopol, combine: 2
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, DStar, SimFix, combine: 3
0 qid:50018 1:0 2:0 3:0 4:0 5:0.5 #lang-18, DStar, TBar, combine: 4
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, Jaccard, ACS, combine: 5
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, Jaccard, Nopol, combine: 6
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, Jaccard, SimFix, combine: 7
0 qid:50018 1:0 2:0 3:0 4:0 5:0.5 #lang-18, Jaccard, TBar, combine: 8
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, Ochiai, ACS, combine: 9
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, Ochiai, Nopol, combine: 10
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, Ochiai, SimFix, combine: 11
0 qid:50018 1:0 2:0 3:0 4:0 5:0.5 #lang-18, Ochiai, TBar, combine: 12
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, Tarantula, ACS, combine: 13
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, Tarantula, Nopol, combine: 14
0 qid:50018 1:0 2:0 3:0 4:0 5:0.0 #lang-18, Tarantula, SimFix, combine: 15
0 qid:50018 1:0 2:0 3:0 4:0 5:0.5 #lang-18, Tarantula, TBar, combine: 16
0 qid:50019 1:0 2:0 3:0 4:1 5:0.0 #lang-19, DStar, ACS, combine: 1
0 qid:50019 1:0 2:0 3:0 4:1 5:0.0 #lang-19, DStar, Nopol, combine: 2
0 qid:50019 1:0 2:0 3:0 4:1 5:0.0 #lang-19, DStar, SimFix, combine: 3
0 qid:50019 1:0 2:0 3:0 4:1 5:0.0 #lang-19, DStar, TBar, combine: 4
0 qid:50019 1:0 2:0 3:1 4:1 5:0.0 #lang-19, Jaccard, ACS, combine: 5
0 qid:50019 1:0 2:0 3:1 4:1 5:0.0 #lang-19, Jaccard, Nopol, combine: 6
0 qid:50019 1:0 2:0 3:1 4:1 5:0.0 #lang-19, Jaccard, SimFix, combine: 7
0 qid:50019 1:0 2:0 3:1 4:1 5:0.0 #lang-19, Jaccard, TBar, combine: 8
0 qid:50019 1:0 2:0 3:1 4:1 5:0.0 #lang-19, Ochiai, ACS, combine: 9
0 qid:50019 1:0 2:0 3:1 4:1 5:0.0 #lang-19, Ochiai, Nopol, combine: 10
0 qid:50019 1:0 2:0 3:1 4:1 5:0.0 #lang-19, Ochiai, SimFix, combine: 11
0 qid:50019 1:0 2:0 3:1 4:1 5:0.0 #lang-19, Ochiai, TBar, combine: 12
0 qid:50019 1:0 2:1 3:1 4:1 5:0.0 #lang-19, Tarantula, ACS, combine: 13
0 qid:50019 1:0 2:1 3:1 4:1 5:0.0 #lang-19, Tarantula, Nopol, combine: 14
0 qid:50019 1:0 2:1 3:1 4:1 5:0.0 #lang-19, Tarantula, SimFix, combine: 15
0 qid:50019 1:0 2:1 3:1 4:1 5:0.0 #lang-19, Tarantula, TBar, combine: 16
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, DStar, ACS, combine: 1
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, DStar, Nopol, combine: 2
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, DStar, SimFix, combine: 3
0 qid:50020 1:0 2:0 3:0 4:1 5:0.5 #lang-20, DStar, TBar, combine: 4
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, Jaccard, ACS, combine: 5
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, Jaccard, Nopol, combine: 6
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, Jaccard, SimFix, combine: 7
0 qid:50020 1:0 2:0 3:0 4:1 5:0.5 #lang-20, Jaccard, TBar, combine: 8
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, Ochiai, ACS, combine: 9
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, Ochiai, Nopol, combine: 10
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, Ochiai, SimFix, combine: 11
0 qid:50020 1:0 2:0 3:0 4:1 5:0.5 #lang-20, Ochiai, TBar, combine: 12
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, Tarantula, ACS, combine: 13
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, Tarantula, Nopol, combine: 14
0 qid:50020 1:0 2:0 3:0 4:1 5:0.0 #lang-20, Tarantula, SimFix, combine: 15
0 qid:50020 1:0 2:0 3:0 4:1 5:0.5 #lang-20, Tarantula, TBar, combine: 16
0 qid:50021 1:0 2:0 3:0 4:0 5:0.0 #lang-21, DStar, ACS, combine: 1
0 qid:50021 1:0 2:0 3:0 4:0 5:0.0 #lang-21, DStar, Nopol, combine: 2
0 qid:50021 1:0 2:0 3:0 4:0 5:0.0 #lang-21, DStar, SimFix, combine: 3
0 qid:50021 1:0 2:0 3:0 4:0 5:0.0 #lang-21, DStar, TBar, combine: 4
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Jaccard, ACS, combine: 5
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Jaccard, Nopol, combine: 6
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Jaccard, SimFix, combine: 7
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Jaccard, TBar, combine: 8
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Ochiai, ACS, combine: 9
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Ochiai, Nopol, combine: 10
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Ochiai, SimFix, combine: 11
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Ochiai, TBar, combine: 12
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Tarantula, ACS, combine: 13
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Tarantula, Nopol, combine: 14
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Tarantula, SimFix, combine: 15
0 qid:50021 1:0 2:1 3:1 4:1 5:0.0 #lang-21, Tarantula, TBar, combine: 16
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, DStar, ACS, combine: 1
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, DStar, Nopol, combine: 2
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, DStar, SimFix, combine: 3
0 qid:50022 1:0 2:0 3:0 4:0 5:0.5 #lang-22, DStar, TBar, combine: 4
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, Jaccard, ACS, combine: 5
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, Jaccard, Nopol, combine: 6
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, Jaccard, SimFix, combine: 7
0 qid:50022 1:0 2:0 3:0 4:0 5:0.5 #lang-22, Jaccard, TBar, combine: 8
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, Ochiai, ACS, combine: 9
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, Ochiai, Nopol, combine: 10
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, Ochiai, SimFix, combine: 11
0 qid:50022 1:0 2:0 3:0 4:0 5:0.5 #lang-22, Ochiai, TBar, combine: 12
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, Tarantula, ACS, combine: 13
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, Tarantula, Nopol, combine: 14
0 qid:50022 1:0 2:0 3:0 4:0 5:0.0 #lang-22, Tarantula, SimFix, combine: 15
0 qid:50022 1:0 2:0 3:0 4:0 5:0.5 #lang-22, Tarantula, TBar, combine: 16
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, DStar, ACS, combine: 1
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, DStar, Nopol, combine: 2
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, DStar, SimFix, combine: 3
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, DStar, TBar, combine: 4
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Jaccard, ACS, combine: 5
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Jaccard, Nopol, combine: 6
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Jaccard, SimFix, combine: 7
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Jaccard, TBar, combine: 8
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Ochiai, ACS, combine: 9
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Ochiai, Nopol, combine: 10
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Ochiai, SimFix, combine: 11
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Ochiai, TBar, combine: 12
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Tarantula, ACS, combine: 13
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Tarantula, Nopol, combine: 14
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Tarantula, SimFix, combine: 15
0 qid:50023 1:0 2:0 3:0 4:0 5:0.0 #lang-23, Tarantula, TBar, combine: 16
0 qid:50024 1:0 2:0 3:0 4:0 5:0.5 #lang-24, DStar, ACS, combine: 1
0 qid:50024 1:0 2:0 3:0 4:0 5:0.0 #lang-24, DStar, Nopol, combine: 2
0 qid:50024 1:0 2:0 3:0 4:0 5:0.0 #lang-24, DStar, SimFix, combine: 3
0 qid:50024 1:0 2:0 3:0 4:0 5:0.5 #lang-24, DStar, TBar, combine: 4
0 qid:50024 1:0 2:0 3:0 4:0 5:0.5 #lang-24, Jaccard, ACS, combine: 5
0 qid:50024 1:0 2:0 3:0 4:0 5:0.0 #lang-24, Jaccard, Nopol, combine: 6
0 qid:50024 1:0 2:0 3:0 4:0 5:0.0 #lang-24, Jaccard, SimFix, combine: 7
0 qid:50024 1:0 2:0 3:0 4:0 5:0.5 #lang-24, Jaccard, TBar, combine: 8
0 qid:50024 1:0 2:0 3:0 4:0 5:0.5 #lang-24, Ochiai, ACS, combine: 9
0 qid:50024 1:0 2:0 3:0 4:0 5:0.0 #lang-24, Ochiai, Nopol, combine: 10
0 qid:50024 1:0 2:0 3:0 4:0 5:0.0 #lang-24, Ochiai, SimFix, combine: 11
0 qid:50024 1:0 2:0 3:0 4:0 5:0.5 #lang-24, Ochiai, TBar, combine: 12
0 qid:50024 1:0 2:0 3:0 4:0 5:0.5 #lang-24, Tarantula, ACS, combine: 13
0 qid:50024 1:0 2:0 3:0 4:0 5:0.0 #lang-24, Tarantula, Nopol, combine: 14
0 qid:50024 1:0 2:0 3:0 4:0 5:0.0 #lang-24, Tarantula, SimFix, combine: 15
0 qid:50024 1:0 2:0 3:0 4:0 5:0.5 #lang-24, Tarantula, TBar, combine: 16
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, DStar, ACS, combine: 1
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, DStar, Nopol, combine: 2
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, DStar, SimFix, combine: 3
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, DStar, TBar, combine: 4
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Jaccard, ACS, combine: 5
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Jaccard, Nopol, combine: 6
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Jaccard, SimFix, combine: 7
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Jaccard, TBar, combine: 8
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Ochiai, ACS, combine: 9
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Ochiai, Nopol, combine: 10
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Ochiai, SimFix, combine: 11
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Ochiai, TBar, combine: 12
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Tarantula, ACS, combine: 13
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Tarantula, Nopol, combine: 14
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Tarantula, SimFix, combine: 15
0 qid:50025 1:0 2:0 3:0 4:0 5:0.0 #lang-25, Tarantula, TBar, combine: 16
0 qid:50026 1:0 2:0 3:1 4:1 5:0.0 #lang-26, DStar, ACS, combine: 1
0 qid:50026 1:0 2:0 3:1 4:1 5:0.0 #lang-26, DStar, Nopol, combine: 2
0 qid:50026 1:0 2:0 3:1 4:1 5:0.0 #lang-26, DStar, SimFix, combine: 3
0 qid:50026 1:0 2:0 3:1 4:1 5:0.5 #lang-26, DStar, TBar, combine: 4
0 qid:50026 1:0 2:0 3:0 4:1 5:0.0 #lang-26, Jaccard, ACS, combine: 5
0 qid:50026 1:0 2:0 3:0 4:1 5:0.0 #lang-26, Jaccard, Nopol, combine: 6
0 qid:50026 1:0 2:0 3:0 4:1 5:0.0 #lang-26, Jaccard, SimFix, combine: 7
0 qid:50026 1:0 2:0 3:0 4:1 5:0.5 #lang-26, Jaccard, TBar, combine: 8
0 qid:50026 1:0 2:0 3:0 4:1 5:0.0 #lang-26, Ochiai, ACS, combine: 9
0 qid:50026 1:0 2:0 3:0 4:1 5:0.0 #lang-26, Ochiai, Nopol, combine: 10
0 qid:50026 1:0 2:0 3:0 4:1 5:0.0 #lang-26, Ochiai, SimFix, combine: 11
0 qid:50026 1:0 2:0 3:0 4:1 5:0.5 #lang-26, Ochiai, TBar, combine: 12
0 qid:50026 1:0 2:0 3:0 4:1 5:0.0 #lang-26, Tarantula, ACS, combine: 13
0 qid:50026 1:0 2:0 3:0 4:1 5:0.0 #lang-26, Tarantula, Nopol, combine: 14
0 qid:50026 1:0 2:0 3:0 4:1 5:0.0 #lang-26, Tarantula, SimFix, combine: 15
0 qid:50026 1:0 2:0 3:0 4:1 5:0.5 #lang-26, Tarantula, TBar, combine: 16
0 qid:50027 1:0 2:0 3:1 4:1 5:0.0 #lang-27, DStar, ACS, combine: 1
0 qid:50027 1:0 2:0 3:1 4:1 5:0.0 #lang-27, DStar, Nopol, combine: 2
1 qid:50027 1:0 2:0 3:1 4:1 5:1.0 #lang-27, DStar, SimFix, combine: 3
0 qid:50027 1:0 2:0 3:1 4:1 5:0.0 #lang-27, DStar, TBar, combine: 4
0 qid:50027 1:0 2:0 3:0 4:0 5:0.0 #lang-27, Jaccard, ACS, combine: 5
0 qid:50027 1:0 2:0 3:0 4:0 5:0.0 #lang-27, Jaccard, Nopol, combine: 6
1 qid:50027 1:0 2:0 3:0 4:0 5:1.0 #lang-27, Jaccard, SimFix, combine: 7
0 qid:50027 1:0 2:0 3:0 4:0 5:0.0 #lang-27, Jaccard, TBar, combine: 8
0 qid:50027 1:0 2:0 3:0 4:0 5:0.0 #lang-27, Ochiai, ACS, combine: 9
0 qid:50027 1:0 2:0 3:0 4:0 5:0.0 #lang-27, Ochiai, Nopol, combine: 10
1 qid:50027 1:0 2:0 3:0 4:0 5:1.0 #lang-27, Ochiai, SimFix, combine: 11
0 qid:50027 1:0 2:0 3:0 4:0 5:0.0 #lang-27, Ochiai, TBar, combine: 12
0 qid:50027 1:0 2:0 3:0 4:0 5:0.0 #lang-27, Tarantula, ACS, combine: 13
0 qid:50027 1:0 2:0 3:0 4:0 5:0.0 #lang-27, Tarantula, Nopol, combine: 14
1 qid:50027 1:0 2:0 3:0 4:0 5:1.0 #lang-27, Tarantula, SimFix, combine: 15
0 qid:50027 1:0 2:0 3:0 4:0 5:0.0 #lang-27, Tarantula, TBar, combine: 16
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, DStar, ACS, combine: 1
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, DStar, Nopol, combine: 2
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, DStar, SimFix, combine: 3
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, DStar, TBar, combine: 4
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Jaccard, ACS, combine: 5
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Jaccard, Nopol, combine: 6
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Jaccard, SimFix, combine: 7
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Jaccard, TBar, combine: 8
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Ochiai, ACS, combine: 9
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Ochiai, Nopol, combine: 10
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Ochiai, SimFix, combine: 11
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Ochiai, TBar, combine: 12
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Tarantula, ACS, combine: 13
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Tarantula, Nopol, combine: 14
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Tarantula, SimFix, combine: 15
0 qid:50028 1:0 2:1 3:1 4:1 5:0.0 #lang-28, Tarantula, TBar, combine: 16
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, DStar, ACS, combine: 1
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, DStar, Nopol, combine: 2
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, DStar, SimFix, combine: 3
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, DStar, TBar, combine: 4
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Jaccard, ACS, combine: 5
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Jaccard, Nopol, combine: 6
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Jaccard, SimFix, combine: 7
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Jaccard, TBar, combine: 8
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Ochiai, ACS, combine: 9
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Ochiai, Nopol, combine: 10
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Ochiai, SimFix, combine: 11
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Ochiai, TBar, combine: 12
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Tarantula, ACS, combine: 13
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Tarantula, Nopol, combine: 14
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Tarantula, SimFix, combine: 15
0 qid:50029 1:0 2:0 3:0 4:0 5:0.0 #lang-29, Tarantula, TBar, combine: 16
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, DStar, ACS, combine: 1
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, DStar, Nopol, combine: 2
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, DStar, SimFix, combine: 3
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, DStar, TBar, combine: 4
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, Jaccard, ACS, combine: 5
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, Jaccard, Nopol, combine: 6
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, Jaccard, SimFix, combine: 7
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, Jaccard, TBar, combine: 8
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, Ochiai, ACS, combine: 9
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, Ochiai, Nopol, combine: 10
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, Ochiai, SimFix, combine: 11
0 qid:50030 1:0 2:1 3:1 4:1 5:0.0 #lang-30, Ochiai, TBar, combine: 12
0 qid:50030 1:0 2:0 3:1 4:1 5:0.0 #lang-30, Tarantula, ACS, combine: 13
0 qid:50030 1:0 2:0 3:1 4:1 5:0.0 #lang-30, Tarantula, Nopol, combine: 14
0 qid:50030 1:0 2:0 3:1 4:1 5:0.0 #lang-30, Tarantula, SimFix, combine: 15
0 qid:50030 1:0 2:0 3:1 4:1 5:0.0 #lang-30, Tarantula, TBar, combine: 16
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, DStar, ACS, combine: 1
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, DStar, Nopol, combine: 2
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, DStar, SimFix, combine: 3
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, DStar, TBar, combine: 4
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Jaccard, ACS, combine: 5
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Jaccard, Nopol, combine: 6
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Jaccard, SimFix, combine: 7
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Jaccard, TBar, combine: 8
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Ochiai, ACS, combine: 9
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Ochiai, Nopol, combine: 10
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Ochiai, SimFix, combine: 11
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Ochiai, TBar, combine: 12
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Tarantula, ACS, combine: 13
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Tarantula, Nopol, combine: 14
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Tarantula, SimFix, combine: 15
0 qid:50031 1:0 2:0 3:1 4:1 5:0.0 #lang-31, Tarantula, TBar, combine: 16
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, DStar, ACS, combine: 1
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, DStar, Nopol, combine: 2
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, DStar, SimFix, combine: 3
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, DStar, TBar, combine: 4
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Jaccard, ACS, combine: 5
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Jaccard, Nopol, combine: 6
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Jaccard, SimFix, combine: 7
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Jaccard, TBar, combine: 8
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Ochiai, ACS, combine: 9
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Ochiai, Nopol, combine: 10
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Ochiai, SimFix, combine: 11
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Ochiai, TBar, combine: 12
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Tarantula, ACS, combine: 13
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Tarantula, Nopol, combine: 14
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Tarantula, SimFix, combine: 15
0 qid:50032 1:0 2:1 3:1 4:1 5:0.0 #lang-32, Tarantula, TBar, combine: 16
0 qid:50033 1:0 2:0 3:0 4:0 5:0.0 #lang-33, DStar, ACS, combine: 1
0 qid:50033 1:0 2:0 3:0 4:0 5:0.0 #lang-33, DStar, Nopol, combine: 2
1 qid:50033 1:0 2:0 3:0 4:0 5:1.0 #lang-33, DStar, SimFix, combine: 3
0 qid:50033 1:0 2:0 3:0 4:0 5:0.5 #lang-33, DStar, TBar, combine: 4
0 qid:50033 1:0 2:0 3:0 4:1 5:0.0 #lang-33, Jaccard, ACS, combine: 5
0 qid:50033 1:0 2:0 3:0 4:1 5:0.0 #lang-33, Jaccard, Nopol, combine: 6
1 qid:50033 1:0 2:0 3:0 4:1 5:1.0 #lang-33, Jaccard, SimFix, combine: 7
0 qid:50033 1:0 2:0 3:0 4:1 5:0.5 #lang-33, Jaccard, TBar, combine: 8
0 qid:50033 1:0 2:0 3:0 4:1 5:0.0 #lang-33, Ochiai, ACS, combine: 9
0 qid:50033 1:0 2:0 3:0 4:1 5:0.0 #lang-33, Ochiai, Nopol, combine: 10
1 qid:50033 1:0 2:0 3:0 4:1 5:1.0 #lang-33, Ochiai, SimFix, combine: 11
0 qid:50033 1:0 2:0 3:0 4:1 5:0.5 #lang-33, Ochiai, TBar, combine: 12
0 qid:50033 1:0 2:0 3:0 4:1 5:0.0 #lang-33, Tarantula, ACS, combine: 13
0 qid:50033 1:0 2:0 3:0 4:1 5:0.0 #lang-33, Tarantula, Nopol, combine: 14
1 qid:50033 1:0 2:0 3:0 4:1 5:1.0 #lang-33, Tarantula, SimFix, combine: 15
0 qid:50033 1:0 2:0 3:0 4:1 5:0.5 #lang-33, Tarantula, TBar, combine: 16
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, DStar, ACS, combine: 1
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, DStar, Nopol, combine: 2
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, DStar, SimFix, combine: 3
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, DStar, TBar, combine: 4
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Jaccard, ACS, combine: 5
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Jaccard, Nopol, combine: 6
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Jaccard, SimFix, combine: 7
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Jaccard, TBar, combine: 8
